060701 C- -------- Ἢ Ἢ ἤ ἤ
060705 N- ----GPF- ἁμαρτιῶν ἁμαρτιῶν ἁμαρτιῶν ἁμαρτία
060705 RA ----NPN- τὰ τὰ τά ὁ
060705 P- -------- διὰ διὰ διά διά
060705 RA ----GSM- τοῦ τοῦ τοῦ ὁ
060705 N- ----GSM- νόμου νόμου νόμου νόμος
060705 V- 3IMI-S-- ἐνηργεῖτο ἐνηργεῖτο ἐνηργεῖτο ἐνεργέω
060705 P- -------- ἐν ἐν ἐν ἐν
060705 RA ----DPN- τοῖς τοῖς τοῖς ὁ
060705 N- ----DPN- μέλεσιν μέλεσιν μέλεσι(ν) μέλος
060705 RP ----GP-- ἡμῶν ἡμῶν ἡμῶν ἐγώ
060705 P- -------- εἰς εἰς εἰς εἰς
060705 RA ----ASN- τὸ τὸ τό ὁ
060705 V- -AAN---- καρποφορῆσαι καρποφορῆσαι καρποφορῆσαι καρποφορέω
060705 RA ----DSM- τῷ τῷ τῷ ὁ
060705 N- ----DSM- θανάτῳ· θανάτῳ θανάτῳ θάνατος
060706 D- -------- νυνὶ νυνὶ νυνί νυνί
060706 C- -------- δὲ δὲ δέ δέ
060706 V- 1API-P-- κατηργήθημεν κατηργήθημεν κατηργήθημεν καταργέω
060706 P- -------- ἀπὸ ἀπὸ ἀπό ἀπό
060706 RA ----GSM- τοῦ τοῦ τοῦ ὁ
060706 N- ----GSM- νόμου, νόμου νόμου νόμος
060706 V- -AAPNPM- ἀποθανόντες ἀποθανόντες ἀποθανόντες ἀποθνῄσκω
060706 P- -------- ἐν ἐν ἐν ἐν
060706 RR ----DSM- ᾧ ᾧ ᾧ ὅς
060706 V- 1IPI-P-- κατειχόμεθα, κατειχόμεθα κατειχόμεθα κατέχω
060706 C- -------- ὥστε ὥστε ὥστε ὥστε
060706 V- -PAN---- δουλεύειν δουλεύειν δουλεύειν δουλεύω
060706 RP ----AP-- ἡμᾶς ἡμᾶς ἡμᾶς ἐγώ
060706 P- -------- ἐν ἐν ἐν ἐν
060706 N- ----DSF- καινότητι καινότητι καινότητι καινότης
060706 N- ----GSN- πνεύματος πνεύματος πνεύματος πνεῦμα
060706 C- -------- καὶ καὶ καί καί
060706 D- -------- οὐ οὐ οὐ οὐ
060706 N- ----DSF- παλαιότητι παλαιότητι παλαιότητι παλαιότης
060706 N- ----GSN- γράμματος. γράμματος γράμματος γράμμα
060707 RI ----ASN- Τί Τί τί τίς
060707 C- -------- οὖν οὖν οὖν οὖν
060707 V- 1FAI-P-- ἐροῦμεν; ἐροῦμεν ἐροῦμεν λέγω
060707 RA ----NSM- ὁ ὁ ὁ ὁ
060707 N- ----NSM- νόμος νόμος νόμος νόμος
060707 N- ----NSF- ἁμαρτία; ἁμαρτία ἁμαρτία ἁμαρτία
060707 D- -------- μὴ μὴ μή μή
060707 V- 3AMO-S-- γένοιτο· γένοιτο γένοιτο γίνομαι
060707 C- -------- ἀλλὰ ἀλλὰ ἀλλά ἀλλά
060707 RA ----ASF- τὴν τὴν τήν ὁ
060707 N- ----ASF- ἁμαρτίαν ἁμαρτίαν ἁμαρτίαν ἁμαρτία
060707 D- -------- οὐκ οὐκ οὐ οὐ
060707 V- 1AAI-S-- ἔγνων ἔγνων ἔγνων γινώσκω
060707 C- -------- εἰ εἰ εἰ εἰ
060707 D- -------- μὴ μὴ μή μή
060707 P- -------- διὰ διὰ διά διά
060707 N- ----GSM- νόμου, νόμου νόμου νόμος
060707 RA ----ASF- τήν τήν τήν ὁ
060707 C- -------- τε τε τέ τέ
060707 C- -------- γὰρ γὰρ γάρ γάρ
060707 N- ----ASF- ἐπιθυμίαν ἐπιθυμίαν ἐπιθυμίαν ἐπιθυμία
060707 D- -------- οὐκ οὐκ οὐ οὐ
060707 V- 1YAI-S-- ᾔδειν ᾔδειν ᾔδειν οἶδα
060707 C- -------- εἰ εἰ εἰ εἰ
060707 D- -------- μὴ μὴ μή μή
060707 RA ----NSM- ὁ ὁ ὁ ὁ
060707 N- ----NSM- νόμος νόμος νόμος νόμος
060707 V- 3IAI-S-- ἔλεγεν· ἔλεγεν ἔλεγε(ν) λέγω
060707 D- -------- Οὐκ Οὐκ οὐ οὐ
060707 V- 2FAI-S-- ἐπιθυμήσεις· ἐπιθυμήσεις ἐπιθυμήσεις ἐπιθυμέω
060708 N- ----ASF- ἀφορμὴν ἀφορμὴν ἀφορμήν ἀφορμή
060708 C- -------- δὲ δὲ δέ δέ
060708 V- -AAPNSF- λαβοῦσα λαβοῦσα λαβοῦσα λαμβάνω
060708 RA ----NSF- ἡ ἡ ἡ ὁ
060708 N- ----NSF- ἁμαρτία ἁμαρτία ἁμαρτία ἁμαρτία
060708 P- -------- διὰ διὰ διά διά
060708 RA ----GSF- τῆς τῆς τῆς ὁ
060708 N- ----GSF- ἐντολῆς ἐντολῆς ἐντολῆς ἐντολή
060708 V- 3AMI-S-- κατειργάσατο κατειργάσατο κατειργάσατο κατεργάζομαι
060708 P- -------- ἐν ἐν ἐν ἐν
060708 RP ----DS-- ἐμοὶ ἐμοὶ ἐμοί ἐγώ
060708 A- ----ASF- πᾶσαν πᾶσαν πᾶσαν πᾶς
060708 N- ----ASF- ἐπιθυμίαν, ἐπιθυμίαν ἐπιθυμίαν ἐπιθυμία
060708 P- -------- χωρὶς χωρὶς χωρίς χωρίς
060708 C- -------- γὰρ γὰρ γάρ γάρ
060708 N- ----GSM- νόμου νόμου νόμου νόμος
060708 N- ----NSF- ἁμαρτία ἁμαρτία ἁμαρτία ἁμαρτία
060708 A- ----NSF- νεκρά. νεκρά νεκρά νεκρός
060709 RP ----NS-- ἐγὼ ἐγὼ ἐγώ ἐγώ
060709 C- -------- δὲ δὲ δέ δέ
060709 V- 1IAI-S-- ἔζων ἔζων ἔζων ζάω
060709 P- -------- χωρὶς χωρὶς χωρίς χωρίς
060709 N- ----GSM- νόμου νόμου νόμου νόμος
060709 D- -------- ποτέ· ποτέ ποτέ ποτέ
060709 V- -AAPGSF- ἐλθούσης ἐλθούσης ἐλθούσης ἔρχομαι
060709 C- -------- δὲ δὲ δέ δέ
060709 RA ----GSF- τῆς τῆς τῆς ὁ
060709 N- ----GSF- ἐντολῆς ἐντολῆς ἐντολῆς ἐντολή
060709 RA ----NSF- ἡ ἡ ἡ ὁ
060709 N- ----NSF- ἁμαρτία ἁμαρτία ἁμαρτία ἁμαρτία
060709 V- 3AAI-S-- ἀνέζησεν, ἀνέζησεν ἀνέζησε(ν) ἀναζάω
060710 RP ----NS-- ἐγὼ ἐγὼ ἐγώ ἐγώ
060710 C- -------- δὲ δὲ δέ δέ
060710 V- 1AAI-S-- ἀπέθανον, ἀπέθανον ἀπέθανον ἀποθνῄσκω
060710 C- -------- καὶ καὶ καί καί
060710 V- 3API-S-- εὑρέθη εὑρέθη εὑρέθη εὑρίσκω
060710 RP ----DS-- μοι μοι μοι ἐγώ
060710 RA ----NSF- ἡ ἡ ἡ ὁ
060710 N- ----NSF- ἐντολὴ ἐντολὴ ἐντολή ἐντολή
060710 RA ----NSF- ἡ ἡ ἡ ὁ
060710 P- -------- εἰς εἰς εἰς εἰς
060710 N- ----ASF- ζωὴν ζωὴν ζωήν ζωή
060710 RD ----NSF- αὕτη αὕτη αὕτη οὗτος
060710 P- -------- εἰς εἰς εἰς εἰς
060710 N- ----ASM- θάνατον· θάνατον θάνατον θάνατος
060711 RA ----NSF- ἡ ἡ ἡ ὁ
060711 C- -------- γὰρ γὰρ γάρ γάρ
060711 N- ----NSF- ἁμαρτία ἁμαρτία ἁμαρτία ἁμαρτία
060711 N- ----ASF- ἀφορμὴν ἀφορμὴν ἀφορμήν ἀφορμή
060711 V- -AAPNSF- λαβοῦσα λαβοῦσα λαβοῦσα λαμβάνω
060711 P- -------- διὰ διὰ διά διά
060711 RA ----GSF- τῆς τῆς τῆς ὁ
060711 N- ----GSF- ἐντολῆς ἐντολῆς ἐντολῆς ἐντολή
060711 V- 3AAI-S-- ἐξηπάτησέν ἐξηπάτησέν ἐξηπάτησε(ν) ἐξαπατάω
060711 RP ----AS-- με με με ἐγώ
060711 C- -------- καὶ καὶ καί καί
060711 P- -------- δι’ δι’ διά διά
060711 RP ----GSF- αὐτῆς αὐτῆς αὐτῆς αὐτός
060711 V- 3AAI-S-- ἀπέκτεινεν. ἀπέκτεινεν ἀπέκτεινε(ν) ἀποκτείνω
060712 C- -------- ὥστε ὥστε ὥστε ὥστε
060712 RA ----NSM- ὁ ὁ ὁ ὁ
060712 C- -------- μὲν μὲν μέν μέν
060712 N- ----NSM- νόμος νόμος νόμος νόμος
060712 A- ----NSM- ἅγιος, ἅγιος ἅγιος ἅγιος
060712 C- -------- καὶ καὶ καί καί
060712 RA ----NSF- ἡ ἡ ἡ ὁ
060712 N- ----NSF- ἐντολὴ ἐντολὴ ἐντολή ἐντολή
060712 A- ----NSF- ἁγία ἁγία ἁγία ἅγιος
060712 C- -------- καὶ καὶ καί καί
060712 A- ----NSF- δικαία δικαία δικαία δίκαιος
060712 C- -------- καὶ καὶ καί καί
060712 A- ----NSF- ἀγαθή. ἀγαθή ἀγαθή ἀγαθός
060713 RA ----NSN- Τὸ Τὸ τό ὁ
060713 C- -------- οὖν οὖν οὖν οὖν
060713 A- ----NSN- ἀγαθὸν ἀγαθὸν ἀγαθόν ἀγαθός
060713 RP ----DS-- ἐμοὶ ἐμοὶ ἐμοί ἐγώ
060713 V- 3AMI-S-- ἐγένετο ἐγένετο ἐγένετο γίνομαι
060713 N- ----NSM- θάνατος; θάνατος θάνατος θάνατος
060713 D- -------- μὴ μὴ μή μή
060713 V- 3AMO-S-- γένοιτο· γένοιτο γένοιτο γίνομαι
060713 C- -------- ἀλλὰ ἀλλὰ ἀλλά ἀλλά
060713 RA ----NSF- ἡ ἡ ἡ ὁ
060713 N- ----NSF- ἁμαρτία, ἁμαρτία ἁμαρτία ἁμαρτία
060713 C- -------- ἵνα ἵνα ἵνα ἵνα
060713 V- 3APS-S-- φανῇ φανῇ φανῇ φαίνω
060713 N- ----NSF- ἁμαρτία ἁμαρτία ἁμαρτία ἁμαρτία
060713 P- -------- διὰ διὰ διά διά
060713 RA ----GSN- τοῦ τοῦ τοῦ ὁ
060713 A- ----GSN- ἀγαθοῦ ἀγαθοῦ ἀγαθοῦ ἀγαθός
060713 RP ----DS-- μοι μοι μοι ἐγώ
060713 V- -PMPNSF- κατεργαζομένη κατεργαζομένη κατεργαζομένη κατεργάζομαι
060713 N- ----ASM- θάνατον· θάνατον θάνατον θάνατος
060713 C- -------- ἵνα ἵνα ἵνα ἵνα
060713 V- 3AMS-S-- γένηται γένηται γένηται γίνομαι
060713 P- -------- καθ’ καθ’ κατά κατά
060713 N- ----ASF- ὑπερβολὴν ὑπερβολὴν ὑπερβολήν ὑπερβολή
060713 A- ----NSF- ἁμαρτωλὸς ἁμαρτωλὸς ἁμαρτωλός ἁμαρτωλός
060713 RA ----NSF- ἡ ἡ ἡ ὁ
060713 N- ----NSF- ἁμαρτία ἁμαρτία ἁμαρτία ἁμαρτία
060713 P- -------- διὰ διὰ διά διά
060713 RA ----GSF- τῆς τῆς τῆς ὁ
060713 N- ----GSF- ἐντολῆς. ἐντολῆς ἐντολῆς ἐντολή
060714 V- 1XAI-P-- Οἴδαμεν Οἴδαμεν οἴδαμεν οἶδα
060714 C- -------- γὰρ γὰρ γάρ γάρ
060714 C- -------- ὅτι ὅτι ὅτι ὅτι
060714 RA ----NSM- ὁ ὁ ὁ ὁ
060714 N- ----NSM- νόμος νόμος νόμος νόμος
060714 A- ----NSM- πνευματικός πνευματικός πνευματικός πνευματικός
060714 V- 3PAI-S-- ἐστιν· ἐστιν ἐστί(ν) εἰμί
060714 RP ----NS-- ἐγὼ ἐγὼ ἐγώ ἐγώ
060714 C- -------- δὲ δὲ δέ δέ
060714 A- ----NSM- σάρκινός σάρκινός σάρκινος σάρκινος
060714 V- 1PAI-S-- εἰμι, εἰμι εἰμί εἰμί
060714 V- -XPPNSM- πεπραμένος πεπραμένος πεπραμένος πιπράσκω
060714 P- -------- ὑπὸ ὑπὸ ὑπό ὑπό
060714 RA ----ASF- τὴν τὴν τήν ὁ
060714 N- ----ASF- ἁμαρτίαν. ἁμαρτίαν ἁμαρτίαν ἁμαρτία
060715 RR ----ASN- ὃ ὃ ὅ ὅς
060715 C- -------- γὰρ γὰρ γάρ γάρ
060715 V- 1PMI-S-- κατεργάζομαι κατεργάζομαι κατεργάζομαι κατεργάζομαι
060715 D- -------- οὐ οὐ οὐ οὐ
060715 V- 1PAI-S-- γινώσκω· γινώσκω γινώσκω γινώσκω
060715 D- -------- οὐ οὐ οὐ οὐ
060715 C- -------- γὰρ γὰρ γάρ γάρ
060715 RR ----ASN- ὃ ὃ ὅ ὅς
060715 V- 1PAI-S-- θέλω θέλω θέλω θέλω
060715 RD ----ASN- τοῦτο τοῦτο τοῦτο οὗτος
060715 V- 1PAI-S-- πράσσω, πράσσω πράσσω πράσσω
060715 C- -------- ἀλλ’ ἀλλ’ ἀλλά ἀλλά
060715 RR ----ASN- ὃ ὃ ὅ ὅς
060715 V- 1PAI-S-- μισῶ μισῶ μισῶ μισέω
060715 RD ----ASN- τοῦτο τοῦτο τοῦτο οὗτος
060715 V- 1PAI-S-- ποιῶ. ποιῶ ποιῶ ποιέω
060716 C- -------- εἰ εἰ εἰ εἰ
060716 C- -------- δὲ δὲ δέ δέ
060716 RR ----ASN- ὃ ὃ ὅ ὅς
060716 D- -------- οὐ οὐ οὐ οὐ
060716 V- 1PAI-S-- θέλω θέλω θέλω θέλω
060716 RD ----ASN- τοῦτο τοῦτο τοῦτο οὗτος
060716 V- 1PAI-S-- ποιῶ, ποιῶ ποιῶ ποιέω
060716 V- 1PAI-S-- σύμφημι σύμφημι σύμφημι σύμφημι
060716 RA ----DSM- τῷ τῷ τῷ ὁ
060716 N- ----DSM- νόμῳ νόμῳ νόμῳ νόμος
060716 C- -------- ὅτι ὅτι ὅτι ὅτι
060716 A- ----NSM- καλός. καλός καλός καλός
060717 D- -------- νυνὶ νυνὶ νυνί νυνί
060717 C- -------- δὲ δὲ δέ δέ
060717 D- -------- οὐκέτι οὐκέτι οὐκέτι οὐκέτι
060717 RP ----NS-- ἐγὼ ἐγὼ ἐγώ ἐγώ
060717 V- 1PMI-S-- κατεργάζομαι κατεργάζομαι κατεργάζομαι κατεργάζομαι
060717 RP ----ASN- αὐτὸ αὐτὸ αὐτό αὐτός
060717 C- -------- ἀλλὰ ἀλλὰ ἀλλά ἀλλά
060717 RA ----NSF- ἡ ἡ ἡ ὁ
060717 V- -PAPNSF- οἰκοῦσα οἰκοῦσα οἰκοῦσα οἰκέω
060717 P- -------- ἐν ἐν ἐν ἐν
060717 RP ----DS-- ἐμοὶ ἐμοὶ ἐμοί ἐγώ
060717 N- ----NSF- ἁμαρτία. ἁμαρτία ἁμαρτία ἁμαρτία
060718 V- 1XAI-S-- οἶδα οἶδα οἶδα οἶδα
060718 C- -------- γὰρ γὰρ γάρ γάρ
060718 C- -------- ὅτι ὅτι ὅτι ὅτι
060718 D- -------- οὐκ οὐκ οὐ οὐ
060718 V- 3PAI-S-- οἰκεῖ οἰκεῖ οἰκεῖ οἰκέω
060718 P- -------- ἐν ἐν ἐν ἐν
060718 RP ----DS-- ἐμοί, ἐμοί ἐμοί ἐγώ
060718 RD ----NSN- τοῦτ’ τοῦτ’ τοῦτο οὗτος
060718 V- 3PAI-S-- ἔστιν ἔστιν ἐστί(ν) εἰμί
060718 P- -------- ἐν ἐν ἐν ἐν
060718 RA ----DSF- τῇ τῇ τῇ ὁ
060718 N- ----DSF- σαρκί σαρκί σαρκί σάρξ
060718 RP ----GS-- μου, μου μου ἐγώ
060718 A- ----NSN- ἀγαθόν· ἀγαθόν ἀγαθόν ἀγαθός
060718 RA ----NSN- τὸ τὸ τό ὁ
060718 C- -------- γὰρ γὰρ γάρ γάρ
060718 V- -PAN---- θέλειν θέλειν θέλειν θέλω
060718 V- 3PMI-S-- παράκειταί παράκειταί παράκειται παράκειμαι
060718 RP ----DS-- μοι, μοι μοι ἐγώ
060718 RA ----NSN- τὸ τὸ τό ὁ
060718 C- -------- δὲ δὲ δέ δέ
060718 V- -PMN---- κατεργάζεσθαι κατεργάζεσθαι κατεργάζεσθαι κατεργάζομαι
060718 RA ----ASN- τὸ τὸ τό ὁ
060718 A- ----ASN- καλὸν καλὸν καλόν καλός
060718 D- -------- οὔ· οὔ οὔ οὔ
060719 D- -------- οὐ οὐ οὐ οὐ
060719 C- -------- γὰρ γὰρ γάρ γάρ
060719 RR ----ASN- ὃ ὃ ὅ ὅς
060719 V- 1PAI-S-- θέλω θέλω θέλω θέλω
060719 V- 1PAI-S-- ποιῶ ποιῶ ποιῶ ποιέω
060719 A- ----ASN- ἀγαθόν, ἀγαθόν ἀγαθόν ἀγαθός
060719 C- -------- ἀλλὰ ἀλλὰ ἀλλά ἀλλά
060719 RR ----ASN- ὃ ὃ ὅ ὅς
060719 D- -------- οὐ οὐ οὐ οὐ
060719 V- 1PAI-S-- θέλω θέλω θέλω θέλω
060719 A- ----ASN- κακὸν κακὸν κακόν κακός
060719 RD ----ASN- τοῦτο τοῦτο τοῦτο οὗτος
060719 V- 1PAI-S-- πράσσω. πράσσω πράσσω πράσσω
060720 C- -------- εἰ εἰ εἰ εἰ
060720 C- -------- δὲ δὲ δέ δέ
060720 RR ----ASN- ὃ ὃ ὅ ὅς
060720 D- -------- οὐ οὐ οὐ οὐ
060720 V- 1PAI-S-- θέλω θέλω θέλω θέλω
060720 RD ----ASN- τοῦτο τοῦτο τοῦτο οὗτος
060720 V- 1PAI-S-- ποιῶ, ποιῶ ποιῶ ποιέω
060720 D- -------- οὐκέτι οὐκέτι οὐκέτι οὐκέτι
060720 RP ----NS-- ἐγὼ ἐγὼ ἐγώ ἐγώ
060720 V- 1PMI-S-- κατεργάζομαι κατεργάζομαι κατεργάζομαι κατεργάζομαι
060720 RP ----ASN- αὐτὸ αὐτὸ αὐτό αὐτός
060720 C- -------- ἀλλὰ ἀλλὰ ἀλλά ἀλλά
060720 RA ----NSF- ἡ ἡ ἡ ὁ
060720 V- -PAPNSF- οἰκοῦσα οἰκοῦσα οἰκοῦσα οἰκέω
060720 P- -------- ἐν ἐν ἐν ἐν
060720 RP ----DS-- ἐμοὶ ἐμοὶ ἐμοί ἐγώ
060720 N- ----NSF- ἁμαρτία. ἁμαρτία ἁμαρτία ἁμαρτία
060721 V- 1PAI-S-- Εὑρίσκω Εὑρίσκω εὑρίσκω εὑρίσκω
060721 C- -------- ἄρα ἄρα ἄρα ἄρα
060721 RA ----ASM- τὸν τὸν τόν ὁ
060721 N- ----ASM- νόμον νόμον νόμον νόμος
060721 RA ----DSM- τῷ τῷ τῷ ὁ
060721 V- -PAPDSM- θέλοντι θέλοντι θέλοντι θέλω
060721 RP ----DS-- ἐμοὶ ἐμοὶ ἐμοί ἐγώ
060721 V- -PAN---- ποιεῖν ποιεῖν ποιεῖν ποιέω
060721 RA ----ASN- τὸ τὸ τό ὁ
060721 A- ----ASN- καλὸν καλὸν καλόν καλός
060721 D- -------- ὅτι ὅτι ὅτι ὅτι
060721 RP ----DS-- ἐμοὶ ἐμοὶ ἐμοί ἐγώ
060721 RA ----NSN- τὸ τὸ τό ὁ
060721 A- ----NSN- κακὸν κακὸν κακόν κακός
060721 V- 3PMI-S-- παράκειται· παράκειται παράκειται παράκειμαι
060722 V- 1PMI-S-- συνήδομαι συνήδομαι συνήδομαι συνήδομαι
060722 C- -------- γὰρ γὰρ γάρ γάρ
060722 RA ----DSM- τῷ τῷ τῷ ὁ
060722 N- ----DSM- νόμῳ νόμῳ νόμῳ νόμος
060722 RA ----GSM- τοῦ τοῦ τοῦ ὁ
060722 N- ----GSM- θεοῦ θεοῦ θεοῦ θεός
060722 P- -------- κατὰ κατὰ κατά κατά
060722 RA ----ASM- τὸν τὸν τόν ὁ
060722 D- -------- ἔσω ἔσω ἔσω ἔσω
060722 N- ----ASM- ἄνθρωπον, ἄνθρωπον ἄνθρωπον ἄνθρωπος
060723 V- 1PAI-S-- βλέπω βλέπω βλέπω βλέπω
060723 C- -------- δὲ δὲ δέ δέ
060723 A- ----ASM- ἕτερον ἕτερον ἕτερον ἕτερος
060723 N- ----ASM- νόμον νόμον νόμον νόμος
060723 P- -------- ἐν ἐν ἐν ἐν
060723 RA ----DPN- τοῖς τοῖς τοῖς ὁ
060723 N- ----DPN- μέλεσίν μέλεσίν μέλεσι(ν) μέλος
060723 RP ----GS-- μου μου μου ἐγώ
060723 V- -PMPASM- ἀντιστρατευόμενον ἀντιστρατευόμενον ἀντιστρατευόμενον ἀντιστρατεύομαι
060723 RA ----DSM- τῷ τῷ τῷ ὁ
060723 N- ----DSM- νόμῳ νόμῳ νόμῳ νόμος
