061501 V- 1PAI-P-- Ὀφείλομεν Ὀφείλομεν ὀφείλομεν ὀφείλω
061503 V- -PAPGPM- ὀνειδιζόντων ὀνειδιζόντων ὀνειδιζόντων ὀνειδίζω
061503 RP ----AS-- σε σε σε σύ
061503 V- 3AAI-P-- ἐπέπεσαν ἐπέπεσαν ἐπέπεσαν ἐπιπίπτω
061503 P- -------- ἐπ’ ἐπ’ ἐπί ἐπί
061503 RP ----AS-- ἐμέ. ἐμέ ἐμέ ἐγώ
061504 RR ----NPN- ὅσα ὅσα ὅσα ὅσος
061504 C- -------- γὰρ γὰρ γάρ γάρ
061504 V- 3API-S-- προεγράφη, προεγράφη προεγράφη προγράφω
061504 P- -------- εἰς εἰς εἰς εἰς
061504 RA ----ASF- τὴν τὴν τήν ὁ
061504 A- ----ASF- ἡμετέραν ἡμετέραν ἡμετέραν ἡμέτερος
061504 N- ----ASF- διδασκαλίαν διδασκαλίαν διδασκαλίαν διδασκαλία
061504 V- 3API-S-- ἐγράφη, ἐγράφη ἐγράφη γράφω
061504 C- -------- ἵνα ἵνα ἵνα ἵνα
061504 P- -------- διὰ διὰ διά διά
061504 RA ----GSF- τῆς τῆς τῆς ὁ
061504 N- ----GSF- ὑπομονῆς ὑπομονῆς ὑπομονῆς ὑπομονή
061504 C- -------- καὶ καὶ καί καί
061504 P- -------- διὰ διὰ διά διά
061504 RA ----GSF- τῆς τῆς τῆς ὁ
061504 N- ----GSF- παρακλήσεως παρακλήσεως παρακλήσεως παράκλησις
061504 RA ----GPF- τῶν τῶν τῶν ὁ
061504 N- ----GPF- γραφῶν γραφῶν γραφῶν γραφή
061504 RA ----ASF- τὴν τὴν τήν ὁ
061504 N- ----ASF- ἐλπίδα ἐλπίδα ἐλπίδα ἐλπίς
061504 V- 1PAS-P-- ἔχωμεν. ἔχωμεν ἔχωμεν ἔχω
061505 RA ----NSM- ὁ ὁ ὁ ὁ
061505 C- -------- δὲ δὲ δέ δέ
061505 N- ----NSM- θεὸς θεὸς θεός θεός
061505 RA ----GSF- τῆς τῆς τῆς ὁ
061505 N- ----GSF- ὑπομονῆς ὑπομονῆς ὑπομονῆς ὑπομονή
061505 C- -------- καὶ καὶ καί καί
061505 RA ----GSF- τῆς τῆς τῆς ὁ
061505 N- ----GSF- παρακλήσεως παρακλήσεως παρακλήσεως παράκλησις
061505 V- 3AAO-S-- δῴη δῴη δῴη δίδωμι
061505 RP ----DP-- ὑμῖν ὑμῖν ὑμῖν σύ
061505 RA ----ASN- τὸ τὸ τό ὁ
061505 A- ----ASN- αὐτὸ αὐτὸ αὐτό αὐτός
061505 V- -PAN---- φρονεῖν φρονεῖν φρονεῖν φρονέω
061505 P- -------- ἐν ἐν ἐν ἐν
061505 RP ----DPM- ἀλλήλοις ἀλλήλοις ἀλλήλοις ἀλλήλων
061505 P- -------- κατὰ κατὰ κατά κατά
061505 N- ----ASM- Χριστὸν Χριστὸν Χριστόν Χριστός
061505 N- ----ASM- Ἰησοῦν, Ἰησοῦν Ἰησοῦν Ἰησοῦς
061506 C- -------- ἵνα ἵνα ἵνα ἵνα
061506 D- -------- ὁμοθυμαδὸν ὁμοθυμαδὸν ὁμοθυμαδόν ὁμοθυμαδόν
061506 P- -------- ἐν ἐν ἐν ἐν
061506 A- ----DSN- ἑνὶ ἑνὶ ἑνί εἷς
061506 N- ----DSN- στόματι στόματι στόματι στόμα
061506 V- 2PAS-P-- δοξάζητε δοξάζητε δοξάζητε δοξάζω
061506 RA ----ASM- τὸν τὸν τόν ὁ
061506 N- ----ASM- θεὸν θεὸν θεόν θεός
061506 C- -------- καὶ καὶ καί καί
061506 N- ----ASM- πατέρα πατέρα πατέρα πατήρ
061506 RA ----GSM- τοῦ τοῦ τοῦ ὁ
061506 N- ----GSM- κυρίου κυρίου κυρίου κύριος
061506 RP ----GP-- ἡμῶν ἡμῶν ἡμῶν ἐγώ
061506 N- ----GSM- Ἰησοῦ Ἰησοῦ Ἰησοῦ Ἰησοῦς
061506 N- ----GSM- Χριστοῦ. Χριστοῦ Χριστοῦ Χριστός
061507 C- -------- Διὸ Διὸ διό διό
061507 V- 2PMD-P-- προσλαμβάνεσθε προσλαμβάνεσθε προσλαμβάνεσθε προσλαμβάνομαι
061507 RP ----APM- ἀλλήλους, ἀλλήλους ἀλλήλους ἀλλήλων
061507 C- -------- καθὼς καθὼς καθώς καθώς
061507 D- -------- καὶ καὶ καί καί
061507 RA ----NSM- ὁ ὁ ὁ ὁ
061507 N- ----NSM- Χριστὸς Χριστὸς Χριστός Χριστός
061507 V- 3AMI-S-- προσελάβετο προσελάβετο προσελάβετο προσλαμβάνομαι
061507 RP ----AP-- ὑμᾶς, ὑμᾶς ὑμᾶς σύ
061507 P- -------- εἰς εἰς εἰς εἰς
061507 N- ----ASF- δόξαν δόξαν δόξαν δόξα
061507 RA ----GSM- τοῦ τοῦ τοῦ ὁ
061507 N- ----GSM- θεοῦ. θεοῦ θεοῦ θεός
061508 V- 1PAI-S-- λέγω λέγω λέγω λέγω
061508 C- -------- γὰρ γὰρ γάρ γάρ
061508 N- ----ASM- Χριστὸν Χριστὸν Χριστόν Χριστός
061508 N- ----ASM- διάκονον διάκονον διάκονον διάκονος
061508 V- -XPN---- γεγενῆσθαι γεγενῆσθαι γεγενῆσθαι γίνομαι
061508 N- ----GSF- περιτομῆς περιτομῆς περιτομῆς περιτομή
061508 P- -------- ὑπὲρ ὑπὲρ ὑπέρ ὑπέρ
061508 N- ----GSF- ἀληθείας ἀληθείας ἀληθείας ἀλήθεια
061508 N- ----GSM- θεοῦ, θεοῦ θεοῦ θεός
061508 P- -------- εἰς εἰς εἰς εἰς
061508 RA ----ASN- τὸ τὸ τό ὁ
061508 V- -AAN---- βεβαιῶσαι βεβαιῶσαι βεβαιῶσαι βεβαιόω
061508 RA ----APF- τὰς τὰς τάς ὁ
061508 N- ----APF- ἐπαγγελίας ἐπαγγελίας ἐπαγγελίας ἐπαγγελία
061508 RA ----GPM- τῶν τῶν τῶν ὁ
061508 N- ----GPM- πατέρων, πατέρων πατέρων πατήρ
061509 RA ----APN- τὰ τὰ τά ὁ
061509 C- -------- δὲ δὲ δέ δέ
061509 N- ----APN- ἔθνη ἔθνη ἔθνη ἔθνος
061509 P- -------- ὑπὲρ ὑπὲρ ὑπέρ ὑπέρ
061509 N- ----GSN- ἐλέους ἐλέους ἐλέους ἔλεος
061509 V- -AAN---- δοξάσαι δοξάσαι δοξάσαι δοξάζω
061509 RA ----ASM- τὸν τὸν τόν ὁ
061509 N- ----ASM- θεόν· θεόν θεόν θεός
061509 C- -------- καθὼς καθὼς καθώς καθώς
061509 V- 3XPI-S-- γέγραπται· γέγραπται γέγραπται γράφω
061509 P- -------- Διὰ Διὰ διά διά
061509 RD ----ASN- τοῦτο τοῦτο τοῦτο οὗτος
061509 V- 1FMI-S-- ἐξομολογήσομαί ἐξομολογήσομαί ἐξομολογήσομαι ἐξομολογέω
061509 RP ----DS-- σοι σοι σοι σύ
061509 P- -------- ἐν ἐν ἐν ἐν
061509 N- ----DPN- ἔθνεσι, ἔθνεσι ἔθνεσι(ν) ἔθνος
061509 C- -------- καὶ καὶ καί καί
061509 RA ----DSN- τῷ τῷ τῷ ὁ
061509 N- ----DSN- ὀνόματί ὀνόματί ὀνόματι ὄνομα
061509 RP ----GS-- σου σου σου σύ
061509 V- 1FAI-S-- ψαλῶ. ψαλῶ ψαλῶ ψάλλω
061510 C- -------- καὶ καὶ καί καί
061510 D- -------- πάλιν πάλιν πάλιν πάλιν
061510 V- 3PAI-S-- λέγει· λέγει λέγει λέγω
061510 V- 2APD-P-- Εὐφράνθητε, Εὐφράνθητε εὐφράνθητε εὐφραίνω
061510 N- ----VPN- ἔθνη, ἔθνη ἔθνη ἔθνος
061510 P- -------- μετὰ μετὰ μετά μετά
061510 RA ----GSM- τοῦ τοῦ τοῦ ὁ
061510 N- ----GSM- λαοῦ λαοῦ λαοῦ λαός
061510 RP ----GSM- αὐτοῦ. αὐτοῦ αὐτοῦ αὐτός
061511 C- -------- καὶ καὶ καί καί
061511 D- -------- πάλιν· πάλιν πάλιν πάλιν
061511 V- 2PAD-P-- Αἰνεῖτε, Αἰνεῖτε αἰνεῖτε αἰνέω
061511 A- ----VPN- πάντα πάντα πάντα πᾶς
061511 RA ----VPN- τὰ τὰ τά ὁ
061511 N- ----VPN- ἔθνη, ἔθνη ἔθνη ἔθνος
061511 RA ----ASM- τὸν τὸν τόν ὁ
061511 N- ----ASM- κύριον, κύριον κύριον κύριος
061511 C- -------- καὶ καὶ καί καί
061511 V- 3AAD-P-- ἐπαινεσάτωσαν ἐπαινεσάτωσαν ἐπαινεσάτωσαν ἐπαινέω
061511 RP ----ASM- αὐτὸν αὐτὸν αὐτόν αὐτός
061511 A- ----NPM- πάντες πάντες πάντες πᾶς
061511 RA ----NPM- οἱ οἱ οἱ ὁ
061511 N- ----NPM- λαοί. λαοί λαοί λαός
061512 C- -------- καὶ καὶ καί καί
061512 D- -------- πάλιν πάλιν πάλιν πάλιν
061512 N- ----NSM- Ἠσαΐας Ἠσαΐας Ἠσαΐας Ἠσαΐας
061512 V- 3PAI-S-- λέγει· λέγει λέγει λέγω
061512 V- 3FMI-S-- Ἔσται Ἔσται ἔσται εἰμί
061512 RA ----NSF- ἡ ἡ ἡ ὁ
061512 N- ----NSF- ῥίζα ῥίζα ῥίζα ῥίζα
061512 RA ----GSM- τοῦ τοῦ τοῦ ὁ
061512 N- ----GSM- Ἰεσσαί, Ἰεσσαί Ἰεσσαί Ἰεσσαί
061512 C- -------- καὶ καὶ καί καί
061512 RA ----NSM- ὁ ὁ ὁ ὁ
061512 V- -PMPNSM- ἀνιστάμενος ἀνιστάμενος ἀνιστάμενος ἀνίστημι
061512 V- -PAN---- ἄρχειν ἄρχειν ἄρχειν ἄρχω
061512 N- ----GPN- ἐθνῶν· ἐθνῶν ἐθνῶν ἔθνος
061512 P- -------- ἐπ’ ἐπ’ ἐπί ἐπί
061512 RP ----DSM- αὐτῷ αὐτῷ αὐτῷ αὐτός
061512 N- ----NPN- ἔθνη ἔθνη ἔθνη ἔθνος
061512 V- 3FAI-P-- ἐλπιοῦσιν. ἐλπιοῦσιν ἐλπιοῦσι(ν) ἐλπίζω
061513 RA ----NSM- ὁ ὁ ὁ ὁ
061513 C- -------- δὲ δὲ δέ δέ
061513 N- ----NSM- θεὸς θεὸς θεός θεός
061513 RA ----GSF- τῆς τῆς τῆς ὁ
061513 N- ----GSF- ἐλπίδος ἐλπίδος ἐλπίδος ἐλπίς
061513 V- 3AAO-S-- πληρώσαι πληρώσαι πληρώσαι πληρόω
061513 RP ----AP-- ὑμᾶς ὑμᾶς ὑμᾶς σύ
061513 A- ----GSF- πάσης πάσης πάσης πᾶς
061513 N- ----GSF- χαρᾶς χαρᾶς χαρᾶς χαρά
061513 C- -------- καὶ καὶ καί καί
061513 N- ----GSF- εἰρήνης εἰρήνης εἰρήνης εἰρήνη
061513 P- -------- ἐν ἐν ἐν ἐν
061513 RA ----DSN- τῷ τῷ τῷ ὁ
061513 V- -PAN---- πιστεύειν, πιστεύειν πιστεύειν πιστεύω
061513 P- -------- εἰς εἰς εἰς εἰς
061513 RA ----ASN- τὸ τὸ τό ὁ
061513 V- -PAN---- περισσεύειν περισσεύειν περισσεύειν περισσεύω
061513 RP ----AP-- ὑμᾶς ὑμᾶς ὑμᾶς σύ
061513 P- -------- ἐν ἐν ἐν ἐν
061513 RA ----DSF- τῇ τῇ τῇ ὁ
061513 N- ----DSF- ἐλπίδι ἐλπίδι ἐλπίδι ἐλπίς
061513 P- -------- ἐν ἐν ἐν ἐν
061513 N- ----DSF- δυνάμει δυνάμει δυνάμει δύναμις
061513 N- ----GSN- πνεύματος πνεύματος πνεύματος πνεῦμα
061513 A- ----GSN- ἁγίου. ἁγίου ἁγίου ἅγιος
061514 V- 1XPI-S-- Πέπεισμαι Πέπεισμαι πέπεισμαι πείθω
061514 C- -------- δέ, δέ δέ δέ
061514 N- ----VPM- ἀδελφοί ἀδελφοί ἀδελφοί ἀδελφός
061514 RP ----GS-- μου, μου μου ἐγώ
061514 D- -------- καὶ καὶ καί καί
061514 RP ----NSM- αὐτὸς αὐτὸς αὐτός αὐτός
061514 RP ----NS-- ἐγὼ ἐγὼ ἐγώ ἐγώ
061514 P- -------- περὶ περὶ περί περί
061514 RP ----GP-- ὑμῶν, ὑμῶν ὑμῶν σύ
061514 C- -------- ὅτι ὅτι ὅτι ὅτι
061514 D- -------- καὶ καὶ καί καί
061514 RP ----NPM- αὐτοὶ αὐτοὶ αὐτοί αὐτός
061514 A- ----NPM- μεστοί μεστοί μεστοί μεστός
061514 V- 2PAI-P-- ἐστε ἐστε ἐστέ εἰμί
061514 N- ----GSF- ἀγαθωσύνης, ἀγαθωσύνης ἀγαθωσύνης ἀγαθωσύνη
061514 V- -XPPNPM- πεπληρωμένοι πεπληρωμένοι πεπληρωμένοι πληρόω
061514 A- ----GSF- πάσης πάσης πάσης πᾶς
061514 N- ----GSF- γνώσεως, γνώσεως γνώσεως γνῶσις
061514 V- -PMPNPM- δυνάμενοι δυνάμενοι δυνάμενοι δύναμαι
061514 D- -------- καὶ καὶ καί καί
061514 RP ----APM- ἀλλήλους ἀλλήλους ἀλλήλους ἀλλήλων
061514 V- -PAN---- νουθετεῖν. νουθετεῖν νουθετεῖν νουθετέω
061515 D- -------- τολμηρότερον τολμηρότερον τολμηρότερον τολμηρότερον
061515 C- -------- δὲ δὲ δέ δέ
061515 V- 1AAI-S-- ἔγραψα ἔγραψα ἔγραψα γράφω
061515 RP ----DP-- ὑμῖν ὑμῖν ὑμῖν σύ
061515 P- -------- ἀπὸ ἀπὸ ἀπό ἀπό
061515 N- ----GSN- μέρους, μέρους μέρους μέρος
061515 C- -------- ὡς ὡς ὡς ὡς
061515 V- -PAPNSM- ἐπαναμιμνῄσκων ἐπαναμιμνῄσκων ἐπαναμιμνῄσκων ἐπαναμιμνῄσκω
061515 RP ----AP-- ὑμᾶς, ὑμᾶς ὑμᾶς σύ
061515 P- -------- διὰ διὰ διά διά
061515 RA ----ASF- τὴν τὴν τήν ὁ
061515 N- ----ASF- χάριν χάριν χάριν χάρις
061515 RA ----ASF- τὴν τὴν τήν ὁ
061515 V- -APPASF- δοθεῖσάν δοθεῖσάν δοθεῖσαν δίδωμι
061515 RP ----DS-- μοι μοι μοι ἐγώ
061515 P- -------- ὑπὸ ὑπὸ ὑπό ὑπό
061515 RA ----GSM- τοῦ τοῦ τοῦ ὁ
061515 N- ----GSM- θεοῦ θεοῦ θεοῦ θεός
061516 P- -------- εἰς εἰς εἰς εἰς
061516 RA ----ASN- τὸ τὸ τό ὁ
061516 V- -PAN---- εἶναί εἶναί εἶναι εἰμί
061516 RP ----AS-- με με με ἐγώ
061516 N- ----ASM- λειτουργὸν λειτουργὸν λειτουργόν λειτουργός
061516 N- ----GSM- Χριστοῦ Χριστοῦ Χριστοῦ Χριστός
061516 N- ----GSM- Ἰησοῦ Ἰησοῦ Ἰησοῦ Ἰησοῦς
061516 P- -------- εἰς εἰς εἰς εἰς
061516 RA ----APN- τὰ τὰ τά ὁ
061516 N- ----APN- ἔθνη, ἔθνη ἔθνη ἔθνος
061516 V- -PAPASM- ἱερουργοῦντα ἱερουργοῦντα ἱερουργοῦντα ἱερουργέω
061516 RA ----ASN- τὸ τὸ τό ὁ
061516 N- ----ASN- εὐαγγέλιον εὐαγγέλιον εὐαγγέλιον εὐαγγέλιον
061516 RA ----GSM- τοῦ τοῦ τοῦ ὁ
061516 N- ----GSM- θεοῦ, θεοῦ θεοῦ θεός
061516 C- -------- ἵνα ἵνα ἵνα ἵνα
061516 V- 3AMS-S-- γένηται γένηται γένηται γίνομαι
061516 RA ----NSF- ἡ ἡ ἡ ὁ
061516 N- ----NSF- προσφορὰ προσφορὰ προσφορά προσφορά
061516 RA ----GPN- τῶν τῶν τῶν ὁ
061516 N- ----GPN- ἐθνῶν ἐθνῶν ἐθνῶν ἔθνος
061516 A- ----NSF- εὐπρόσδεκτος, εὐπρόσδεκτος εὐπρόσδεκτος εὐπρόσδεκτος
061516 V- -XPPNSF- ἡγιασμένη ἡγιασμένη ἡγιασμένη ἁγιάζω
061516 P- -------- ἐν ἐν ἐν ἐν
061516 N- ----DSN- πνεύματι πνεύματι πνεύματι πνεῦμα
061516 A- ----DSN- ἁγίῳ. ἁγίῳ ἁγίῳ ἅγιος
061517 V- 1PAI-S-- ἔχω ἔχω ἔχω ἔχω
061517 C- -------- οὖν οὖν οὖν οὖν
061517 RA ----ASF- τὴν τὴν τήν ὁ
061517 N- ----ASF- καύχησιν καύχησιν καύχησιν καύχησις
061517 P- -------- ἐν ἐν ἐν ἐν
061517 N- ----DSM- Χριστῷ Χριστῷ Χριστῷ Χριστός
061517 N- ----DSM- Ἰησοῦ Ἰησοῦ Ἰησοῦ Ἰησοῦς
061517 RA ----APN- τὰ τὰ τά ὁ
061517 P- -------- πρὸς πρὸς πρός πρός
061517 RA ----ASM- τὸν τὸν τόν ὁ
061517 N- ----ASM- θεόν· θεόν θεόν θεός
061518 D- -------- οὐ οὐ οὐ οὐ
061518 C- -------- γὰρ γὰρ γάρ γάρ
061518 V- 1FAI-S-- τολμήσω τολμήσω τολμήσω τολμάω
061518 RI ----ASN- τι τι τι τις
061518 V- -PAN---- λαλεῖν λαλεῖν λαλεῖν λαλέω
061518 RR ----GPN- ὧν ὧν ὧν ὅς
061518 D- -------- οὐ οὐ οὐ οὐ
061518 V- 3AMI-S-- κατειργάσατο κατειργάσατο κατειργάσατο κατεργάζομαι
061518 N- ----NSM- Χριστὸς Χριστὸς Χριστός Χριστός
061518 P- -------- δι’ δι’ διά διά
061518 RP ----GS-- ἐμοῦ ἐμοῦ ἐμοῦ ἐγώ
061518 P- -------- εἰς εἰς εἰς εἰς
061518 N- ----ASF- ὑπακοὴν ὑπακοὴν ὑπακοήν ὑπακοή
061518 N- ----GPN- ἐθνῶν, ἐθνῶν ἐθνῶν ἔθνος
061518 N- ----DSM- λόγῳ λόγῳ λόγῳ λόγος
061518 C- -------- καὶ καὶ καί καί
061518 N- ----DSN- ἔργῳ, ἔργῳ ἔργῳ ἔργον
061519 P- -------- ἐν ἐν ἐν ἐν
061519 N- ----DSF- δυνάμει δυνάμει δυνάμει δύναμις
061519 N- ----GPN- σημείων σημείων σημείων σημεῖον
061519 C- -------- καὶ καὶ καί καί
061519 N- ----GPN- τεράτων, τεράτων τεράτων τέρας
061519 P- -------- ἐν ἐν ἐν ἐν
061519 N- ----DSF- δυνάμει δυνάμει δυνάμει δύναμις
061519 N- ----GSN- πνεύματος· πνεύματος πνεύματος πνεῦμα
061519 C- -------- ὥστε ὥστε ὥστε ὥστε
061519 RP ----AS-- με με με ἐγώ
061519 P- -------- ἀπὸ ἀπὸ ἀπό ἀπό
061519 N- ----GSF- Ἰερουσαλὴμ Ἰερουσαλὴμ Ἰερουσαλήμ Ἰερουσαλήμ
061519 C- -------- καὶ καὶ καί καί
061519 D- -------- κύκλῳ κύκλῳ κύκλῳ κύκλῳ
061519 P- -------- μέχρι μέχρι μέχρι(ς) μέχρι(ς)
061519 RA ----GSN- τοῦ τοῦ τοῦ ὁ
061519 N- ----GSN- Ἰλλυρικοῦ Ἰλλυρικοῦ Ἰλλυρικοῦ Ἰλλυρικόν
061519 V- -XAN---- πεπληρωκέναι πεπληρωκέναι πεπληρωκέναι πληρόω
061519 RA ----ASN- τὸ τὸ τό ὁ
061519 N- ----ASN- εὐαγγέλιον εὐαγγέλιον εὐαγγέλιον εὐαγγέλιον
061519 RA ----GSM- τοῦ τοῦ τοῦ ὁ
061519 N- ----GSM- Χριστοῦ, Χριστοῦ Χριστοῦ Χριστός
061520 D- -------- οὕτως οὕτως οὕτω(ς) οὕτω(ς)
061520 C- -------- δὲ δὲ δέ δέ
061520 V- -PMPASM- φιλοτιμούμενον φιλοτιμούμενον φιλοτιμούμενον φιλοτιμέομαι
061520 V- -PMN---- εὐαγγελίζεσθαι εὐαγγελίζεσθαι εὐαγγελίζεσθαι εὐαγγελίζω
061520 D- -------- οὐχ οὐχ οὐ οὐ
061520 C- -------- ὅπου ὅπου ὅπου ὅπου
061520 V- 3API-S-- ὠνομάσθη ὠνομάσθη ὠνομάσθη ὀνομάζω
061520 N- ----NSM- Χριστός, Χριστός Χριστός Χριστός
061520 C- -------- ἵνα ἵνα ἵνα ἵνα
061520 D- -------- μὴ μὴ μή μή
061520 P- -------- ἐπ’ ἐπ’ ἐπί ἐπί
061520 A- ----ASM- ἀλλότριον ἀλλότριον ἀλλότριον ἀλλότριος
061520 N- ----ASM- θεμέλιον θεμέλιον θεμέλιον θεμέλιος
061520 V- 1PAS-S-- οἰκοδομῶ, οἰκοδομῶ οἰκοδομῶ οἰκοδομέω
061521 C- -------- ἀλλὰ ἀλλὰ ἀλλά ἀλλά
061521 C- -------- καθὼς καθὼς καθώς καθώς
061521 V- 3XPI-S-- γέγραπται· γέγραπται γέγραπται γράφω
061521 RR ----DPM- Οἷς Οἷς οἷς ὅς
061521 D- -------- οὐκ οὐκ οὐ οὐ
061521 V- 3API-S-- ἀνηγγέλη ἀνηγγέλη ἀνηγγέλη ἀναγγέλλω
061521 P- -------- περὶ περὶ περί περί
061521 RP ----GSM- αὐτοῦ αὐτοῦ αὐτοῦ αὐτός
061521 V- 3FMI-P-- ὄψονται, ὄψονται ὄψονται ὁράω
061521 C- -------- καὶ καὶ καί καί
061521 RR ----NPM- οἳ οἳ οἵ ὅς
061521 D- -------- οὐκ οὐκ οὐ οὐ
061521 V- 3XAI-P-- ἀκηκόασιν ἀκηκόασιν ἀκηκόασι(ν) ἀκούω
061521 V- 3FAI-P-- συνήσουσιν. συνήσουσιν συνήσουσι(ν) συνίημι
061522 C- -------- Διὸ Διὸ διό διό
061522 D- -------- καὶ καὶ καί καί
061522 V- 1IPI-S-- ἐνεκοπτόμην ἐνεκοπτόμην ἐνεκοπτόμην ἐγκόπτω
061522 RA ----APN- τὰ τὰ τά ὁ
061522 A- ----APN- πολλὰ πολλὰ πολλά πολύς
061522 RA ----GSN- τοῦ τοῦ τοῦ ὁ
061522 V- -AAN---- ἐλθεῖν ἐλθεῖν ἐλθεῖν ἔρχομαι
061522 P- -------- πρὸς πρὸς πρός πρός
061522 RP ----AP-- ὑμᾶς· ὑμᾶς ὑμᾶς σύ
061523 D- -------- νυνὶ νυνὶ νυνί νυνί
061523 C- -------- δὲ δὲ δέ δέ
061523 D- -------- μηκέτι μηκέτι μηκέτι μηκέτι
061523 N- ----ASM- τόπον τόπον τόπον τόπος
061523 V- -PAPNSM- ἔχων ἔχων ἔχων ἔχω
061523 P- -------- ἐν ἐν ἐν ἐν
061523 RA ----DPN- τοῖς τοῖς τοῖς ὁ
061523 N- ----DPN- κλίμασι κλίμασι κλίμασι(ν) κλίμα
061523 RD ----DPN- τούτοις, τούτοις τούτοις οὗτος
061523 N- ----ASF- ἐπιποθίαν ἐπιποθίαν ἐπιποθίαν ἐπιποθία
061523 C- -------- δὲ δὲ δέ δέ
061523 V- -PAPNSM- ἔχων ἔχων ἔχων ἔχω
061523 RA ----GSN- τοῦ τοῦ τοῦ ὁ
061523 V- -AAN---- ἐλθεῖν ἐλθεῖν ἐλθεῖν ἔρχομαι
061523 P- -------- πρὸς πρὸς πρός πρός
061523 RP ----AP-- ὑμᾶς ὑμᾶς ὑμᾶς σύ
061523 P- -------- ἀπὸ ἀπὸ ἀπό ἀπό
061523 A- ----GPM- ἱκανῶν ἱκανῶν ἱκανῶν ἱκανός
061523 N- ----GPN- ἐτῶν, ἐτῶν ἐτῶν ἔτος
061524 C- -------- ὡς ὡς ὡς ὡς
061524 X- -------- ἂν ἂν ἄν ἄν
061524 V- 1PMS-S-- πορεύωμαι πορεύωμαι πορεύωμαι πορεύομαι
061524 P- -------- εἰς εἰς εἰς εἰς
061524 RA ----ASF- τὴν τὴν τήν ὁ
061524 N- ----ASF- Σπανίαν, Σπανίαν Σπανίαν Σπανία
061524 V- 1PAI-S-- ἐλπίζω ἐλπίζω ἐλπίζω ἐλπίζω
061524 C- -------- γὰρ γὰρ γάρ γάρ
061524 V- -PMPNSM- διαπορευόμενος διαπορευόμενος διαπορευόμενος διαπορεύομαι
061524 V- -AMN---- θεάσασθαι θεάσασθαι θεάσασθαι θεάομαι
061524 RP ----AP-- ὑμᾶς ὑμᾶς ὑμᾶς σύ
061524 C- -------- καὶ καὶ καί καί
061524 P- -------- ὑφ’ ὑφ’ ὑπό ὑπό
061524 RP ----GP-- ὑμῶν ὑμῶν ὑμῶν σύ
061524 V- -APN---- προπεμφθῆναι προπεμφθῆναι προπεμφθῆναι προπέμπω
061524 D- -------- ἐκεῖ ἐκεῖ ἐκεῖ ἐκεῖ
061524 C- -------- ἐὰν ἐὰν ἐάν ἐάν
061524 RP ----GP-- ὑμῶν ὑμῶν ὑμῶν σύ
061524 A- ----ASN- πρῶτον πρῶτον πρῶτον πρῶτος
061524 P- -------- ἀπὸ ἀπὸ ἀπό ἀπό
061524 N- ----GSN- μέρους μέρους μέρους μέρος
