071501 V- 1PAI-S-- Γνωρίζω Γνωρίζω γνωρίζω γνωρίζω
071507 RA ----DPM- τοῖς τοῖς τοῖς ὁ
071507 N- ----DPM- ἀποστόλοις ἀποστόλοις ἀποστόλοις ἀπόστολος
071507 A- ----DPM- πᾶσιν· πᾶσιν πᾶσι(ν) πᾶς
071508 A- ----ASN- ἔσχατον ἔσχατον ἔσχατον ἔσχατος
071508 C- -------- δὲ δὲ δέ δέ
071508 A- ----GPN- πάντων πάντων πάντων πᾶς
071508 C- -------- ὡσπερεὶ ὡσπερεὶ ὡσπερεί ὡσπερεί
071508 RA ----DSN- τῷ τῷ τῷ ὁ
071508 N- ----DSN- ἐκτρώματι ἐκτρώματι ἐκτρώματι ἔκτρωμα
071508 V- 3API-S-- ὤφθη ὤφθη ὤφθη ὁράω
071508 RP ----DS-- κἀμοί. κἀμοί κἀμοί κἀγώ
071509 RP ----NS-- ἐγὼ ἐγὼ ἐγώ ἐγώ
071509 C- -------- γάρ γάρ γάρ γάρ
071509 V- 1PAI-S-- εἰμι εἰμι εἰμί εἰμί
071509 RA ----NSM- ὁ ὁ ὁ ὁ
071509 A- ----NSMS ἐλάχιστος ἐλάχιστος ἐλάχιστος ἐλάχιστος
071509 RA ----GPM- τῶν τῶν τῶν ὁ
071509 N- ----GPM- ἀποστόλων, ἀποστόλων ἀποστόλων ἀπόστολος
071509 RR ----NSM- ὃς ὃς ὅς ὅς
071509 D- -------- οὐκ οὐκ οὐ οὐ
071509 V- 1PAI-S-- εἰμὶ εἰμὶ εἰμί εἰμί
071509 A- ----NSM- ἱκανὸς ἱκανὸς ἱκανός ἱκανός
071509 V- -PPN---- καλεῖσθαι καλεῖσθαι καλεῖσθαι καλέω
071509 N- ----NSM- ἀπόστολος, ἀπόστολος ἀπόστολος ἀπόστολος
071509 C- -------- διότι διότι διότι διότι
071509 V- 1AAI-S-- ἐδίωξα ἐδίωξα ἐδίωξα διώκω
071509 RA ----ASF- τὴν τὴν τήν ὁ
071509 N- ----ASF- ἐκκλησίαν ἐκκλησίαν ἐκκλησίαν ἐκκλησία
071509 RA ----GSM- τοῦ τοῦ τοῦ ὁ
071509 N- ----GSM- θεοῦ· θεοῦ θεοῦ θεός
071510 N- ----DSF- χάριτι χάριτι χάριτι χάρις
071510 C- -------- δὲ δὲ δέ δέ
071510 N- ----GSM- θεοῦ θεοῦ θεοῦ θεός
071510 V- 1PAI-S-- εἰμι εἰμι εἰμί εἰμί
071510 RR ----NSN- ὅ ὅ ὅ ὅς
071510 V- 1PAI-S-- εἰμι, εἰμι εἰμί εἰμί
071510 C- -------- καὶ καὶ καί καί
071510 RA ----NSF- ἡ ἡ ἡ ὁ
071510 N- ----NSF- χάρις χάρις χάρις χάρις
071510 RP ----GSM- αὐτοῦ αὐτοῦ αὐτοῦ αὐτός
071510 RA ----NSF- ἡ ἡ ἡ ὁ
071510 P- -------- εἰς εἰς εἰς εἰς
071510 RP ----AS-- ἐμὲ ἐμὲ ἐμέ ἐγώ
071510 D- -------- οὐ οὐ οὐ οὐ
071510 A- ----NSF- κενὴ κενὴ κενή κενός
071510 V- 3API-S-- ἐγενήθη, ἐγενήθη ἐγενήθη γίνομαι
071510 C- -------- ἀλλὰ ἀλλὰ ἀλλά ἀλλά
071510 A- ----ASNC περισσότερον περισσότερον περισσότερον περισσότερος
071510 RP ----GPM- αὐτῶν αὐτῶν αὐτῶν αὐτός
071510 A- ----GPM- πάντων πάντων πάντων πᾶς
071510 V- 1AAI-S-- ἐκοπίασα, ἐκοπίασα ἐκοπίασα κοπιάω
071510 D- -------- οὐκ οὐκ οὐ οὐ
071510 RP ----NS-- ἐγὼ ἐγὼ ἐγώ ἐγώ
071510 C- -------- δὲ δὲ δέ δέ
071510 C- -------- ἀλλὰ ἀλλὰ ἀλλά ἀλλά
071510 RA ----NSF- ἡ ἡ ἡ ὁ
071510 N- ----NSF- χάρις χάρις χάρις χάρις
071510 RA ----GSM- τοῦ τοῦ τοῦ ὁ
071510 N- ----GSM- θεοῦ θεοῦ θεοῦ θεός
071510 RA ----NSF- ⸀ἡ ἡ ἡ ὁ
071510 P- -------- σὺν σὺν σύν σύν
071510 RP ----DS-- ἐμοί. ἐμοί ἐμοί ἐγώ
071511 C- -------- εἴτε εἴτε εἴτε εἴτε
071511 C- -------- οὖν οὖν οὖν οὖν
071511 RP ----NS-- ἐγὼ ἐγὼ ἐγώ ἐγώ
071511 C- -------- εἴτε εἴτε εἴτε εἴτε
071511 RD ----NPM- ἐκεῖνοι, ἐκεῖνοι ἐκεῖνοι ἐκεῖνος
071511 D- -------- οὕτως οὕτως οὕτω(ς) οὕτω(ς)
071511 V- 1PAI-P-- κηρύσσομεν κηρύσσομεν κηρύσσομεν κηρύσσω
071511 C- -------- καὶ καὶ καί καί
071511 D- -------- οὕτως οὕτως οὕτω(ς) οὕτω(ς)
071511 V- 2AAI-P-- ἐπιστεύσατε. ἐπιστεύσατε ἐπιστεύσατε πιστεύω
071512 C- -------- Εἰ Εἰ εἰ εἰ
071512 C- -------- δὲ δὲ δέ δέ
071512 N- ----NSM- Χριστὸς Χριστὸς Χριστός Χριστός
071512 V- 3PPI-S-- κηρύσσεται κηρύσσεται κηρύσσεται κηρύσσω
071512 C- -------- ὅτι ὅτι ὅτι ὅτι
071512 P- -------- ἐκ ἐκ ἐκ ἐκ
071512 A- ----GPM- νεκρῶν νεκρῶν νεκρῶν νεκρός
071512 V- 3XPI-S-- ἐγήγερται, ἐγήγερται ἐγήγερται ἐγείρω
071512 D- -------- πῶς πῶς πῶς πῶς
071512 V- 3PAI-P-- λέγουσιν λέγουσιν λέγουσι(ν) λέγω
071512 P- -------- ⸂ἐν ἐν ἐν ἐν
071512 RP ----DP-- ὑμῖν ὑμῖν ὑμῖν σύ
071512 RI ----NPM- τινες⸃ τινες τινες τις
071512 C- -------- ὅτι ὅτι ὅτι ὅτι
071512 N- ----NSF- ἀνάστασις ἀνάστασις ἀνάστασις ἀνάστασις
071512 A- ----GPM- νεκρῶν νεκρῶν νεκρῶν νεκρός
071512 D- -------- οὐκ οὐκ οὐ οὐ
071512 V- 3PAI-S-- ἔστιν; ἔστιν ἐστί(ν) εἰμί
071513 C- -------- εἰ εἰ εἰ εἰ
071513 C- -------- δὲ δὲ δέ δέ
071513 N- ----NSF- ἀνάστασις ἀνάστασις ἀνάστασις ἀνάστασις
071513 A- ----GPM- νεκρῶν νεκρῶν νεκρῶν νεκρός
071513 D- -------- οὐκ οὐκ οὐ οὐ
071513 V- 3PAI-S-- ἔστιν, ἔστιν ἐστί(ν) εἰμί
071513 D- -------- οὐδὲ οὐδὲ οὐδέ οὐδέ
071513 N- ----NSM- Χριστὸς Χριστὸς Χριστός Χριστός
071513 V- 3XPI-S-- ἐγήγερται· ἐγήγερται ἐγήγερται ἐγείρω
071514 C- -------- εἰ εἰ εἰ εἰ
071514 C- -------- δὲ δὲ δέ δέ
071514 N- ----NSM- Χριστὸς Χριστὸς Χριστός Χριστός
071514 D- -------- οὐκ οὐκ οὐ οὐ
071514 V- 3XPI-S-- ἐγήγερται, ἐγήγερται ἐγήγερται ἐγείρω
071514 A- ----NSN- κενὸν κενὸν κενόν κενός
071514 C- -------- ⸀ἄρα ἄρα ἄρα ἄρα
071514 RA ----NSN- τὸ τὸ τό ὁ
071514 N- ----NSN- κήρυγμα κήρυγμα κήρυγμα κήρυγμα
071514 RP ----GP-- ἡμῶν, ἡμῶν ἡμῶν ἐγώ
071514 A- ----NSF- ⸀κενὴ κενὴ κενή κενός
071514 D- -------- καὶ καὶ καί καί
071514 RA ----NSF- ἡ ἡ ἡ ὁ
071514 N- ----NSF- πίστις πίστις πίστις πίστις
071514 RP ----GP-- ⸀ὑμῶν, ὑμῶν ὑμῶν σύ
071515 V- 1PPI-P-- εὑρισκόμεθα εὑρισκόμεθα εὑρισκόμεθα εὑρίσκω
071515 C- -------- δὲ δὲ δέ δέ
071515 D- -------- καὶ καὶ καί καί
071515 N- ----NPM- ψευδομάρτυρες ψευδομάρτυρες ψευδομάρτυρες ψευδόμαρτυς
071515 RA ----GSM- τοῦ τοῦ τοῦ ὁ
071515 N- ----GSM- θεοῦ, θεοῦ θεοῦ θεός
071515 C- -------- ὅτι ὅτι ὅτι ὅτι
071515 V- 1AAI-P-- ἐμαρτυρήσαμεν ἐμαρτυρήσαμεν ἐμαρτυρήσαμεν μαρτυρέω
071515 P- -------- κατὰ κατὰ κατά κατά
071515 RA ----GSM- τοῦ τοῦ τοῦ ὁ
071515 N- ----GSM- θεοῦ θεοῦ θεοῦ θεός
071515 C- -------- ὅτι ὅτι ὅτι ὅτι
071515 V- 3AAI-S-- ἤγειρεν ἤγειρεν ἤγειρε(ν) ἐγείρω
071515 RA ----ASM- τὸν τὸν τόν ὁ
071515 N- ----ASM- Χριστόν, Χριστόν Χριστόν Χριστός
071515 RR ----ASM- ὃν ὃν ὅν ὅς
071515 D- -------- οὐκ οὐκ οὐ οὐ
071515 V- 3AAI-S-- ἤγειρεν ἤγειρεν ἤγειρε(ν) ἐγείρω
071515 C- -------- εἴπερ εἴπερ εἴπερ εἴπερ
071515 C- -------- ἄρα ἄρα ἄρα ἄρα
071515 A- ----NPM- νεκροὶ νεκροὶ νεκροί νεκρός
071515 D- -------- οὐκ οὐκ οὐ οὐ
071515 V- 3PPI-P-- ἐγείρονται. ἐγείρονται ἐγείρονται ἐγείρω
071516 C- -------- εἰ εἰ εἰ εἰ
071516 C- -------- γὰρ γὰρ γάρ γάρ
071516 A- ----NPM- νεκροὶ νεκροὶ νεκροί νεκρός
071516 D- -------- οὐκ οὐκ οὐ οὐ
071516 V- 3PPI-P-- ἐγείρονται, ἐγείρονται ἐγείρονται ἐγείρω
071516 D- -------- οὐδὲ οὐδὲ οὐδέ οὐδέ
071516 N- ----NSM- Χριστὸς Χριστὸς Χριστός Χριστός
071516 V- 3XPI-S-- ἐγήγερται· ἐγήγερται ἐγήγερται ἐγείρω
071517 C- -------- εἰ εἰ εἰ εἰ
071517 C- -------- δὲ δὲ δέ δέ
071517 N- ----NSM- Χριστὸς Χριστὸς Χριστός Χριστός
071517 D- -------- οὐκ οὐκ οὐ οὐ
071517 V- 3XPI-S-- ἐγήγερται, ἐγήγερται ἐγήγερται ἐγείρω
071517 A- ----NSF- ματαία ματαία ματαία μάταιος
071517 RA ----NSF- ἡ ἡ ἡ ὁ
071517 N- ----NSF- πίστις πίστις πίστις πίστις
071517 RP ----GP-- ⸀ὑμῶν, ὑμῶν ὑμῶν σύ
071517 D- -------- ἔτι ἔτι ἔτι ἔτι
071517 V- 2PAI-P-- ἐστὲ ἐστὲ ἐστέ εἰμί
071517 P- -------- ἐν ἐν ἐν ἐν
071517 RA ----DPF- ταῖς ταῖς ταῖς ὁ
071517 N- ----DPF- ἁμαρτίαις ἁμαρτίαις ἁμαρτίαις ἁμαρτία
071517 RP ----GP-- ὑμῶν. ὑμῶν ὑμῶν σύ
071518 C- -------- ἄρα ἄρα ἄρα ἄρα
071518 D- -------- καὶ καὶ καί καί
071518 RA ----NPM- οἱ οἱ οἱ ὁ
071518 V- -APPNPM- κοιμηθέντες κοιμηθέντες κοιμηθέντες κοιμάομαι
071518 P- -------- ἐν ἐν ἐν ἐν
071518 N- ----DSM- Χριστῷ Χριστῷ Χριστῷ Χριστός
071518 V- 3AMI-P-- ἀπώλοντο. ἀπώλοντο ἀπώλοντο ἀπόλλυμι
071519 C- -------- εἰ εἰ εἰ εἰ
071519 P- -------- ἐν ἐν ἐν ἐν
071519 RA ----DSF- τῇ τῇ τῇ ὁ
071519 N- ----DSF- ζωῇ ζωῇ ζωῇ ζωή
071519 RD ----DSF- ταύτῃ ταύτῃ ταύτῃ οὗτος
071519 P- -------- ⸂ἐν ἐν ἐν ἐν
071519 N- ----DSM- Χριστῷ Χριστῷ Χριστῷ Χριστός
071519 V- -XAPNPM- ἠλπικότες ἠλπικότες ἠλπικότες ἐλπίζω
071519 V- 1PAI-P-- ἐσμὲν⸃ ἐσμὲν ἐσμέν εἰμί
071519 A- ----ASN- μόνον, μόνον μόνον μόνος
071519 A- ----NPMC ἐλεεινότεροι ἐλεεινότεροι ἐλεεινότεροι ἐλεεινός
071519 A- ----GPM- πάντων πάντων πάντων πᾶς
071519 N- ----GPM- ἀνθρώπων ἀνθρώπων ἀνθρώπων ἄνθρωπος
071519 V- 1PAI-P-- ἐσμέν. ἐσμέν ἐσμέν εἰμί
071520 D- -------- Νυνὶ Νυνὶ νυνί νυνί
071520 C- -------- δὲ δὲ δέ δέ
071520 N- ----NSM- Χριστὸς Χριστὸς Χριστός Χριστός
071520 V- 3XPI-S-- ἐγήγερται ἐγήγερται ἐγήγερται ἐγείρω
071520 P- -------- ἐκ ἐκ ἐκ ἐκ
071520 A- ----GPM- νεκρῶν, νεκρῶν νεκρῶν νεκρός
071520 N- ----NSF- ἀπαρχὴ ἀπαρχὴ ἀπαρχή ἀπαρχή
071520 RA ----GPM- τῶν τῶν τῶν ὁ
071520 V- -XMPGPM- ⸀κεκοιμημένων. κεκοιμημένων κεκοιμημένων κοιμάομαι
071521 C- -------- ἐπειδὴ ἐπειδὴ ἐπειδή ἐπειδή
071521 C- -------- γὰρ γὰρ γάρ γάρ
071521 P- -------- δι’ δι’ διά διά
071521 N- ----GSM- ἀνθρώπου ἀνθρώπου ἀνθρώπου ἄνθρωπος
071521 N- ----NSM- ⸀θάνατος, θάνατος θάνατος θάνατος
071521 D- -------- καὶ καὶ καί καί
071521 P- -------- δι’ δι’ διά διά
071521 N- ----GSM- ἀνθρώπου ἀνθρώπου ἀνθρώπου ἄνθρωπος
071521 N- ----NSF- ἀνάστασις ἀνάστασις ἀνάστασις ἀνάστασις
071521 A- ----GPM- νεκρῶν· νεκρῶν νεκρῶν νεκρός
071522 C- -------- ὥσπερ ὥσπερ ὥσπερ ὥσπερ
071522 C- -------- γὰρ γὰρ γάρ γάρ
071522 P- -------- ἐν ἐν ἐν ἐν
071522 RA ----DSM- τῷ τῷ τῷ ὁ
071522 N- ----DSM- Ἀδὰμ Ἀδὰμ Ἀδάμ Ἀδάμ
071522 A- ----NPM- πάντες πάντες πάντες πᾶς
071522 V- 3PAI-P-- ἀποθνῄσκουσιν, ἀποθνῄσκουσιν ἀποθνῄσκουσι(ν) ἀποθνῄσκω
071522 D- -------- οὕτως οὕτως οὕτω(ς) οὕτω(ς)
071522 D- -------- καὶ καὶ καί καί
071522 P- -------- ἐν ἐν ἐν ἐν
071522 RA ----DSM- τῷ τῷ τῷ ὁ
071522 N- ----DSM- Χριστῷ Χριστῷ Χριστῷ Χριστός
071522 A- ----NPM- πάντες πάντες πάντες πᾶς
071522 V- 3FPI-P-- ζῳοποιηθήσονται. ζῳοποιηθήσονται ζῳοποιηθήσονται ζῳοποιέω
071523 A- ----NSM- ἕκαστος ἕκαστος ἕκαστος ἕκαστος
071523 C- -------- δὲ δὲ δέ δέ
071523 P- -------- ἐν ἐν ἐν ἐν
071523 RA ----DSN- τῷ τῷ τῷ ὁ
071523 A- ----DSN- ἰδίῳ ἰδίῳ ἰδίῳ ἴδιος
071523 N- ----DSN- τάγματι· τάγματι τάγματι τάγμα
071523 N- ----NSF- ἀπαρχὴ ἀπαρχὴ ἀπαρχή ἀπαρχή
071523 N- ----NSM- Χριστός, Χριστός Χριστός Χριστός
071523 D- -------- ἔπειτα ἔπειτα ἔπειτα ἔπειτα
071523 RA ----NPM- οἱ οἱ οἱ ὁ
071523 RA ----GSM- τοῦ τοῦ τοῦ ὁ
071523 N- ----GSM- Χριστοῦ Χριστοῦ Χριστοῦ Χριστός
071523 P- -------- ἐν ἐν ἐν ἐν
071523 RA ----DSF- τῇ τῇ τῇ ὁ
071523 N- ----DSF- παρουσίᾳ παρουσίᾳ παρουσίᾳ παρουσία
071523 RP ----GSM- αὐτοῦ· αὐτοῦ αὐτοῦ αὐτός
071524 D- -------- εἶτα εἶτα εἶτα εἶτα
071524 RA ----NSN- τὸ τὸ τό ὁ
071524 N- ----NSN- τέλος, τέλος τέλος τέλος
071524 D- -------- ὅταν ὅταν ὅταν ὅταν
071524 V- 3PAS-S-- ⸀παραδιδῷ παραδιδῷ παραδιδῷ παραδίδωμι
071524 RA ----ASF- τὴν τὴν τήν ὁ
071524 N- ----ASF- βασιλείαν βασιλείαν βασιλείαν βασιλεία
071524 RA ----DSM- τῷ τῷ τῷ ὁ
071524 N- ----DSM- θεῷ θεῷ θεῷ θεός
071524 D- -------- καὶ καὶ καί καί
071524 N- ----DSM- πατρί, πατρί πατρί πατήρ
071524 D- -------- ὅταν ὅταν ὅταν ὅταν
071524 V- 3AAS-S-- καταργήσῃ καταργήσῃ καταργήσῃ καταργέω
071524 A- ----ASF- πᾶσαν πᾶσαν πᾶσαν πᾶς
071524 N- ----ASF- ἀρχὴν ἀρχὴν ἀρχήν ἀρχή
071524 C- -------- καὶ καὶ καί καί
071524 A- ----ASF- πᾶσαν πᾶσαν πᾶσαν πᾶς
071524 N- ----ASF- ἐξουσίαν ἐξουσίαν ἐξουσίαν ἐξουσία
071524 C- -------- καὶ καὶ καί καί
071524 N- ----ASF- δύναμιν, δύναμιν δύναμιν δύναμις
071525 V- 3PAI-S-- δεῖ δεῖ δεῖ δέω
071525 C- -------- γὰρ γὰρ γάρ γάρ
071525 RP ----ASM- αὐτὸν αὐτὸν αὐτόν αὐτός
071525 V- -PAN---- βασιλεύειν βασιλεύειν βασιλεύειν βασιλεύω
071525 P- -------- ἄχρι ἄχρι ἄχρι ἄχρι
071525 RR ----GSM- ⸀οὗ οὗ οὗ ὅς
071525 V- 3AAS-S-- θῇ θῇ θῇ τίθημι
071525 A- ----APM- πάντας πάντας πάντας πᾶς
071525 RA ----APM- τοὺς τοὺς τούς ὁ
071525 A- ----APM- ἐχθροὺς ἐχθροὺς ἐχθρούς ἐχθρός
071525 P- -------- ὑπὸ ὑπὸ ὑπό ὑπό
071525 RA ----APM- τοὺς τοὺς τούς ὁ
071525 N- ----APM- πόδας πόδας πόδας πούς
071525 RP ----GSM- αὐτοῦ. αὐτοῦ αὐτοῦ αὐτός
071526 A- ----NSM- ἔσχατος ἔσχατος ἔσχατος ἔσχατος
071526 A- ----NSM- ἐχθρὸς ἐχθρὸς ἐχθρός ἐχθρός
071526 V- 3PPI-S-- καταργεῖται καταργεῖται καταργεῖται καταργέω
071526 RA ----NSM- ὁ ὁ ὁ ὁ
071526 N- ----NSM- θάνατος, θάνατος θάνατος θάνατος
071527 A- ----APN- πάντα πάντα πάντα πᾶς
071527 C- -------- γὰρ γὰρ γάρ γάρ
071527 V- 3AAI-S-- ὑπέταξεν ὑπέταξεν ὑπέταξε(ν) ὑποτάσσω
071527 P- -------- ὑπὸ ὑπὸ ὑπό ὑπό
071527 RA ----APM- τοὺς τοὺς τούς ὁ
071527 N- ----APM- πόδας πόδας πόδας πούς
071527 RP ----GSM- αὐτοῦ. αὐτοῦ αὐτοῦ αὐτός
071527 C- -------- ὅταν ὅταν ὅταν ὅταν
071527 C- -------- δὲ δὲ δέ δέ
071527 V- 3AAS-S-- εἴπῃ εἴπῃ εἴπῃ λέγω
071527 C- -------- ὅτι ὅτι ὅτι ὅτι
071527 A- ----NPN- πάντα πάντα πάντα πᾶς
071527 V- 3XPI-S-- ὑποτέτακται, ὑποτέτακται ὑποτέτακται ὑποτάσσω
071527 A- ----NSN- δῆλον δῆλον δῆλον δῆλος
071527 C- -------- ὅτι ὅτι ὅτι ὅτι
071527 P- -------- ἐκτὸς ἐκτὸς ἐκτός ἐκτός
071527 RA ----GSM- τοῦ τοῦ τοῦ ὁ
071527 V- -AAPGSM- ὑποτάξαντος ὑποτάξαντος ὑποτάξαντος ὑποτάσσω
071527 RP ----DSM- αὐτῷ αὐτῷ αὐτῷ αὐτός
071527 RA ----APN- τὰ τὰ τά ὁ
071527 A- ----APN- πάντα. πάντα πάντα πᾶς
071528 C- -------- ὅταν ὅταν ὅταν ὅταν
071528 C- -------- δὲ δὲ δέ δέ
071528 V- 3APS-S-- ὑποταγῇ ὑποταγῇ ὑποταγῇ ὑποτάσσω
071528 RP ----DSM- αὐτῷ αὐτῷ αὐτῷ αὐτός
071528 RA ----NPN- τὰ τὰ τά ὁ
071528 A- ----NPN- πάντα, πάντα πάντα πᾶς
071528 D- -------- ⸀τότε τότε τότε τότε
071528 RP ----NSM- αὐτὸς αὐτὸς αὐτός αὐτός
071528 RA ----NSM- ὁ ὁ ὁ ὁ
071528 N- ----NSM- υἱὸς υἱὸς υἱός υἱός
071528 V- 3FPI-S-- ὑποταγήσεται ὑποταγήσεται ὑποταγήσεται ὑποτάσσω
071528 RA ----DSM- τῷ τῷ τῷ ὁ
071528 V- -AAPDSM- ὑποτάξαντι ὑποτάξαντι ὑποτάξαντι ὑποτάσσω
071528 RP ----DSM- αὐτῷ αὐτῷ αὐτῷ αὐτός
071528 RA ----APN- τὰ τὰ τά ὁ
071528 A- ----APN- πάντα, πάντα πάντα πᾶς
071528 C- -------- ἵνα ἵνα ἵνα ἵνα
071528 V- 3PAS-S-- ᾖ ᾖ ᾖ εἰμί
071528 RA ----NSM- ὁ ὁ ὁ ὁ
071528 N- ----NSM- θεὸς θεὸς θεός θεός
071528 A- ----NPN- ⸀πάντα πάντα πάντα πᾶς
071528 P- -------- ἐν ἐν ἐν ἐν
071528 A- ----DPN- πᾶσιν. πᾶσιν πᾶσι(ν) πᾶς
071529 C- -------- Ἐπεὶ Ἐπεὶ ἐπεί ἐπεί
071529 RI ----ASN- τί τί τί τίς
071529 V- 3FAI-P-- ποιήσουσιν ποιήσουσιν ποιήσουσι(ν) ποιέω
