230501 A- ----NSM- Πᾶς Πᾶς πᾶς πᾶς
230503 N- ----NPF- ἐντολαὶ ἐντολαὶ ἐντολαί ἐντολή
230503 RP ----GSM- αὐτοῦ αὐτοῦ αὐτοῦ αὐτός
230503 A- ----NPF- βαρεῖαι βαρεῖαι βαρεῖαι βαρύς
230503 D- -------- οὐκ οὐκ οὐ οὐ
230503 V- 3PAI-P-- εἰσίν, εἰσίν εἰσί(ν) εἰμί
230504 C- -------- ὅτι ὅτι ὅτι ὅτι
230504 A- ----NSN- πᾶν πᾶν πᾶν πᾶς
230504 RA ----NSN- τὸ τὸ τό ὁ
230504 V- -XPPNSN- γεγεννημένον γεγεννημένον γεγεννημένον γεννάω
230504 P- -------- ἐκ ἐκ ἐκ ἐκ
230504 RA ----GSM- τοῦ τοῦ τοῦ ὁ
230504 N- ----GSM- θεοῦ θεοῦ θεοῦ θεός
230504 V- 3PAI-S-- νικᾷ νικᾷ νικᾷ νικάω
230504 RA ----ASM- τὸν τὸν τόν ὁ
230504 N- ----ASM- κόσμον. κόσμον κόσμον κόσμος
230504 C- -------- καὶ καὶ καί καί
230504 RD ----NSF- αὕτη αὕτη αὕτη οὗτος
230504 V- 3PAI-S-- ἐστὶν ἐστὶν ἐστί(ν) εἰμί
230504 RA ----NSF- ἡ ἡ ἡ ὁ
230504 N- ----NSF- νίκη νίκη νίκη νίκη
230504 RA ----NSF- ἡ ἡ ἡ ὁ
230504 V- -AAPNSF- νικήσασα νικήσασα νικήσασα νικάω
230504 RA ----ASM- τὸν τὸν τόν ὁ
230504 N- ----ASM- κόσμον, κόσμον κόσμον κόσμος
230504 RA ----NSF- ἡ ἡ ἡ ὁ
230504 N- ----NSF- πίστις πίστις πίστις πίστις
230504 RP ----GP-- ἡμῶν· ἡμῶν ἡμῶν ἐγώ
230505 RI ----NSM- τίς τίς τίς τίς
230505 C- -------- δέ δέ δέ δέ
230505 V- 3PAI-S-- ἐστιν ἐστιν ἐστί(ν) εἰμί
230505 RA ----NSM- ὁ ὁ ὁ ὁ
230505 V- -PAPNSM- νικῶν νικῶν νικῶν νικάω
230505 RA ----ASM- τὸν τὸν τόν ὁ
230505 N- ----ASM- κόσμον κόσμον κόσμον κόσμος
230505 C- -------- εἰ εἰ εἰ εἰ
230505 D- -------- μὴ μὴ μή μή
230505 RA ----NSM- ὁ ὁ ὁ ὁ
230505 V- -PAPNSM- πιστεύων πιστεύων πιστεύων πιστεύω
230505 C- -------- ὅτι ὅτι ὅτι ὅτι
230505 N- ----NSM- Ἰησοῦς Ἰησοῦς Ἰησοῦς Ἰησοῦς
230505 V- 3PAI-S-- ἐστιν ἐστιν ἐστί(ν) εἰμί
230505 RA ----NSM- ὁ ὁ ὁ ὁ
230505 N- ----NSM- υἱὸς υἱὸς υἱός υἱός
230505 RA ----GSM- τοῦ τοῦ τοῦ ὁ
230505 N- ----GSM- θεοῦ; θεοῦ θεοῦ θεός
230506 RD ----NSM- Οὗτός Οὗτός οὗτος οὗτος
230506 V- 3PAI-S-- ἐστιν ἐστιν ἐστί(ν) εἰμί
230506 RA ----NSM- ὁ ὁ ὁ ὁ
230506 V- -AAPNSM- ἐλθὼν ἐλθὼν ἐλθών ἔρχομαι
230506 P- -------- δι’ δι’ διά διά
230506 N- ----GSN- ὕδατος ὕδατος ὕδατος ὕδωρ
230506 C- -------- καὶ καὶ καί καί
230506 N- ----GSN- αἵματος, αἵματος αἵματος αἷμα
230506 N- ----NSM- Ἰησοῦς Ἰησοῦς Ἰησοῦς Ἰησοῦς
230506 N- ----NSM- Χριστός· Χριστός Χριστός Χριστός
230506 D- -------- οὐκ οὐκ οὐ οὐ
230506 P- -------- ἐν ἐν ἐν ἐν
230506 RA ----DSN- τῷ τῷ τῷ ὁ
230506 N- ----DSN- ὕδατι ὕδατι ὕδατι ὕδωρ
230506 A- ----ASN- μόνον μόνον μόνον μόνος
230506 C- -------- ἀλλ’ ἀλλ’ ἀλλά ἀλλά
230506 P- -------- ἐν ἐν ἐν ἐν
230506 RA ----DSN- τῷ τῷ τῷ ὁ
230506 N- ----DSN- ὕδατι ὕδατι ὕδατι ὕδωρ
230506 C- -------- καὶ καὶ καί καί
230506 P- -------- ἐν ἐν ἐν ἐν
230506 RA ----DSN- τῷ τῷ τῷ ὁ
230506 N- ----DSN- αἵματι· αἵματι αἵματι αἷμα
230506 C- -------- καὶ καὶ καί καί
230506 RA ----NSN- τὸ τὸ τό ὁ
230506 N- ----NSN- πνεῦμά πνεῦμά πνεῦμα πνεῦμα
230506 V- 3PAI-S-- ἐστιν ἐστιν ἐστί(ν) εἰμί
230506 RA ----NSN- τὸ τὸ τό ὁ
230506 V- -PAPNSN- μαρτυροῦν, μαρτυροῦν μαρτυροῦν μαρτυρέω
230506 C- -------- ὅτι ὅτι ὅτι ὅτι
230506 RA ----NSN- τὸ τὸ τό ὁ
230506 N- ----NSN- πνεῦμά πνεῦμά πνεῦμα πνεῦμα
230506 V- 3PAI-S-- ἐστιν ἐστιν ἐστί(ν) εἰμί
230506 RA ----NSF- ἡ ἡ ἡ ὁ
230506 N- ----NSF- ἀλήθεια. ἀλήθεια ἀλήθεια ἀλήθεια
230507 C- -------- ὅτι ὅτι ὅτι ὅτι
230507 A- ----NPM- τρεῖς τρεῖς τρεῖς τρεῖς
230507 V- 3PAI-P-- εἰσιν εἰσιν εἰσί(ν) εἰμί
230507 RA ----NPM- οἱ οἱ οἱ ὁ
230507 V- -PAPNPM- μαρτυροῦντες, μαρτυροῦντες μαρτυροῦντες μαρτυρέω
230508 RA ----NSN- τὸ τὸ τό ὁ
230508 N- ----NSN- πνεῦμα πνεῦμα πνεῦμα πνεῦμα
230508 C- -------- καὶ καὶ καί καί
230508 RA ----NSN- τὸ τὸ τό ὁ
230508 N- ----NSN- ὕδωρ ὕδωρ ὕδωρ ὕδωρ
230508 C- -------- καὶ καὶ καί καί
230508 RA ----NSN- τὸ τὸ τό ὁ
230508 N- ----NSN- αἷμα, αἷμα αἷμα αἷμα
230508 C- -------- καὶ καὶ καί καί
230508 RA ----NPM- οἱ οἱ οἱ ὁ
230508 A- ----NPM- τρεῖς τρεῖς τρεῖς τρεῖς
230508 P- -------- εἰς εἰς εἰς εἰς
230508 RA ----ASN- τὸ τὸ τό ὁ
230508 A- ----ASN- ἕν ἕν ἕν εἷς
230508 V- 3PAI-P-- εἰσιν. εἰσιν εἰσί(ν) εἰμί
230509 C- -------- εἰ εἰ εἰ εἰ
230509 RA ----ASF- τὴν τὴν τήν ὁ
230509 N- ----ASF- μαρτυρίαν μαρτυρίαν μαρτυρίαν μαρτυρία
230509 RA ----GPM- τῶν τῶν τῶν ὁ
230509 N- ----GPM- ἀνθρώπων ἀνθρώπων ἀνθρώπων ἄνθρωπος
230509 V- 1PAI-P-- λαμβάνομεν, λαμβάνομεν λαμβάνομεν λαμβάνω
230509 RA ----NSF- ἡ ἡ ἡ ὁ
230509 N- ----NSF- μαρτυρία μαρτυρία μαρτυρία μαρτυρία
230509 RA ----GSM- τοῦ τοῦ τοῦ ὁ
230509 N- ----GSM- θεοῦ θεοῦ θεοῦ θεός
230509 A- ----NSFC μείζων μείζων μείζων μέγας
230509 V- 3PAI-S-- ἐστίν, ἐστίν ἐστί(ν) εἰμί
230509 C- -------- ὅτι ὅτι ὅτι ὅτι
230509 RD ----NSF- αὕτη αὕτη αὕτη οὗτος
230509 V- 3PAI-S-- ἐστὶν ἐστὶν ἐστί(ν) εἰμί
230509 RA ----NSF- ἡ ἡ ἡ ὁ
230509 N- ----NSF- μαρτυρία μαρτυρία μαρτυρία μαρτυρία
230509 RA ----GSM- τοῦ τοῦ τοῦ ὁ
230509 N- ----GSM- θεοῦ θεοῦ θεοῦ θεός
230509 C- -------- ὅτι ὅτι ὅτι ὅτι
230509 V- 3XAI-S-- μεμαρτύρηκεν μεμαρτύρηκεν μεμαρτύρηκε(ν) μαρτυρέω
230509 P- -------- περὶ περὶ περί περί
230509 RA ----GSM- τοῦ τοῦ τοῦ ὁ
230509 N- ----GSM- υἱοῦ υἱοῦ υἱοῦ υἱός
230509 RP ----GSM- αὐτοῦ. αὐτοῦ αὐτοῦ αὐτός
230510 RA ----NSM- ὁ ὁ ὁ ὁ
230510 V- -PAPNSM- πιστεύων πιστεύων πιστεύων πιστεύω
230510 P- -------- εἰς εἰς εἰς εἰς
230510 RA ----ASM- τὸν τὸν τόν ὁ
230510 N- ----ASM- υἱὸν υἱὸν υἱόν υἱός
230510 RA ----GSM- τοῦ τοῦ τοῦ ὁ
230510 N- ----GSM- θεοῦ θεοῦ θεοῦ θεός
230510 V- 3PAI-S-- ἔχει ἔχει ἔχει ἔχω
230510 RA ----ASF- τὴν τὴν τήν ὁ
230510 N- ----ASF- μαρτυρίαν μαρτυρίαν μαρτυρίαν μαρτυρία
230510 P- -------- ἐν ἐν ἐν ἐν
230510 RP ----DSM- αὑτῷ· αὑτῷ αὑτῷ ἑαυτοῦ
230510 RA ----NSM- ὁ ὁ ὁ ὁ
230510 D- -------- μὴ μὴ μή μή
230510 V- -PAPNSM- πιστεύων πιστεύων πιστεύων πιστεύω
230510 RA ----DSM- τῷ τῷ τῷ ὁ
230510 N- ----DSM- θεῷ θεῷ θεῷ θεός
230510 N- ----ASM- ψεύστην ψεύστην ψεύστην ψεύστης
230510 V- 3XAI-S-- πεποίηκεν πεποίηκεν πεποίηκε(ν) ποιέω
230510 RP ----ASM- αὐτόν, αὐτόν αὐτόν αὐτός
230510 C- -------- ὅτι ὅτι ὅτι ὅτι
230510 D- -------- οὐ οὐ οὐ οὐ
230510 V- 3XAI-S-- πεπίστευκεν πεπίστευκεν πεπίστευκε(ν) πιστεύω
230510 P- -------- εἰς εἰς εἰς εἰς
230510 RA ----ASF- τὴν τὴν τήν ὁ
230510 N- ----ASF- μαρτυρίαν μαρτυρίαν μαρτυρίαν μαρτυρία
230510 RR ----ASF- ἣν ἣν ἥν ὅς
230510 V- 3XAI-S-- μεμαρτύρηκεν μεμαρτύρηκεν μεμαρτύρηκε(ν) μαρτυρέω
230510 RA ----NSM- ὁ ὁ ὁ ὁ
230510 N- ----NSM- θεὸς θεὸς θεός θεός
230510 P- -------- περὶ περὶ περί περί
230510 RA ----GSM- τοῦ τοῦ τοῦ ὁ
230510 N- ----GSM- υἱοῦ υἱοῦ υἱοῦ υἱός
230510 RP ----GSM- αὐτοῦ. αὐτοῦ αὐτοῦ αὐτός
230511 C- -------- καὶ καὶ καί καί
230511 RD ----NSF- αὕτη αὕτη αὕτη οὗτος
230511 V- 3PAI-S-- ἐστὶν ἐστὶν ἐστί(ν) εἰμί
230511 RA ----NSF- ἡ ἡ ἡ ὁ
230511 N- ----NSF- μαρτυρία, μαρτυρία μαρτυρία μαρτυρία
230511 D- -------- ὅτι ὅτι ὅτι ὅτι
230511 N- ----ASF- ζωὴν ζωὴν ζωήν ζωή
230511 A- ----ASF- αἰώνιον αἰώνιον αἰώνιον αἰώνιος
230511 V- 3AAI-S-- ἔδωκεν ἔδωκεν ἔδωκε(ν) δίδωμι
230511 RA ----NSM- ὁ ὁ ὁ ὁ
230511 N- ----NSM- θεὸς θεὸς θεός θεός
230511 RP ----DP-- ἡμῖν, ἡμῖν ἡμῖν ἐγώ
230511 C- -------- καὶ καὶ καί καί
230511 RD ----NSF- αὕτη αὕτη αὕτη οὗτος
230511 RA ----NSF- ἡ ἡ ἡ ὁ
230511 N- ----NSF- ζωὴ ζωὴ ζωή ζωή
230511 P- -------- ἐν ἐν ἐν ἐν
230511 RA ----DSM- τῷ τῷ τῷ ὁ
230511 N- ----DSM- υἱῷ υἱῷ υἱῷ υἱός
230511 RP ----GSM- αὐτοῦ αὐτοῦ αὐτοῦ αὐτός
230511 V- 3PAI-S-- ἐστιν. ἐστιν ἐστί(ν) εἰμί
230512 RA ----NSM- ὁ ὁ ὁ ὁ
230512 V- -PAPNSM- ἔχων ἔχων ἔχων ἔχω
230512 RA ----ASM- τὸν τὸν τόν ὁ
230512 N- ----ASM- υἱὸν υἱὸν υἱόν υἱός
230512 V- 3PAI-S-- ἔχει ἔχει ἔχει ἔχω
230512 RA ----ASF- τὴν τὴν τήν ὁ
230512 N- ----ASF- ζωήν· ζωήν ζωήν ζωή
230512 RA ----NSM- ὁ ὁ ὁ ὁ
230512 D- -------- μὴ μὴ μή μή
230512 V- -PAPNSM- ἔχων ἔχων ἔχων ἔχω
230512 RA ----ASM- τὸν τὸν τόν ὁ
230512 N- ----ASM- υἱὸν υἱὸν υἱόν υἱός
230512 RA ----GSM- τοῦ τοῦ τοῦ ὁ
230512 N- ----GSM- θεοῦ θεοῦ θεοῦ θεός
230512 RA ----ASF- τὴν τὴν τήν ὁ
230512 N- ----ASF- ζωὴν ζωὴν ζωήν ζωή
230512 D- -------- οὐκ οὐκ οὐ οὐ
230512 V- 3PAI-S-- ἔχει. ἔχει ἔχει ἔχω
230513 RD ----APN- Ταῦτα Ταῦτα ταῦτα οὗτος
230513 V- 1AAI-S-- ἔγραψα ἔγραψα ἔγραψα γράφω
230513 RP ----DP-- ὑμῖν ὑμῖν ὑμῖν σύ
230513 C- -------- ἵνα ἵνα ἵνα ἵνα
230513 V- 2XAS-P-- εἰδῆτε εἰδῆτε εἰδῆτε οἶδα
230513 C- -------- ὅτι ὅτι ὅτι ὅτι
230513 N- ----ASF- ζωὴν ζωὴν ζωήν ζωή
230513 V- 2PAI-P-- ἔχετε ἔχετε ἔχετε ἔχω
230513 A- ----ASF- αἰώνιον, αἰώνιον αἰώνιον αἰώνιος
230513 RA ----DPM- τοῖς τοῖς τοῖς ὁ
230513 V- -PAPDPM- πιστεύουσιν πιστεύουσιν πιστεύουσι(ν) πιστεύω
230513 P- -------- εἰς εἰς εἰς εἰς
230513 RA ----ASN- τὸ τὸ τό ὁ
230513 N- ----ASN- ὄνομα ὄνομα ὄνομα ὄνομα
230513 RA ----GSM- τοῦ τοῦ τοῦ ὁ
230513 N- ----GSM- υἱοῦ υἱοῦ υἱοῦ υἱός
230513 RA ----GSM- τοῦ τοῦ τοῦ ὁ
230513 N- ----GSM- θεοῦ. θεοῦ θεοῦ θεός
230514 C- -------- καὶ καὶ καί καί
230514 RD ----NSF- αὕτη αὕτη αὕτη οὗτος
230514 V- 3PAI-S-- ἐστὶν ἐστὶν ἐστί(ν) εἰμί
230514 RA ----NSF- ἡ ἡ ἡ ὁ
230514 N- ----NSF- παρρησία παρρησία παρρησία παρρησία
230514 RR ----ASF- ἣν ἣν ἥν ὅς
230514 V- 1PAI-P-- ἔχομεν ἔχομεν ἔχομεν ἔχω
230514 P- -------- πρὸς πρὸς πρός πρός
230514 RP ----ASM- αὐτόν, αὐτόν αὐτόν αὐτός
230514 D- -------- ὅτι ὅτι ὅτι ὅτι
230514 C- -------- ἐάν ἐάν ἐάν ἐάν
230514 RI ----ASN- τι τι τι τις
230514 V- 1PMS-P-- αἰτώμεθα αἰτώμεθα αἰτώμεθα αἰτέω
230514 P- -------- κατὰ κατὰ κατά κατά
230514 RA ----ASN- τὸ τὸ τό ὁ
230514 N- ----ASN- θέλημα θέλημα θέλημα θέλημα
230514 RP ----GSM- αὐτοῦ αὐτοῦ αὐτοῦ αὐτός
230514 V- 3PAI-S-- ἀκούει ἀκούει ἀκούει ἀκούω
230514 RP ----GP-- ἡμῶν. ἡμῶν ἡμῶν ἐγώ
230515 C- -------- καὶ καὶ καί καί
230515 C- -------- ἐὰν ἐὰν ἐάν ἐάν
230515 V- 1XAI-P-- οἴδαμεν οἴδαμεν οἴδαμεν οἶδα
230515 C- -------- ὅτι ὅτι ὅτι ὅτι
230515 V- 3PAI-S-- ἀκούει ἀκούει ἀκούει ἀκούω
230515 RP ----GP-- ἡμῶν ἡμῶν ἡμῶν ἐγώ
230515 RR ----ASN- ὃ ὃ ὅ ὅς
230515 X- -------- ἐὰν ἐὰν ἐάν ἐάν
230515 V- 1PMS-P-- αἰτώμεθα, αἰτώμεθα αἰτώμεθα αἰτέω
230515 V- 1XAI-P-- οἴδαμεν οἴδαμεν οἴδαμεν οἶδα
230515 C- -------- ὅτι ὅτι ὅτι ὅτι
230515 V- 1PAI-P-- ἔχομεν ἔχομεν ἔχομεν ἔχω
230515 RA ----APN- τὰ τὰ τά ὁ
230515 N- ----APN- αἰτήματα αἰτήματα αἰτήματα αἴτημα
230515 RR ----APN- ἃ ἃ ἅ ὅς
230515 V- 1XAI-P-- ᾐτήκαμεν ᾐτήκαμεν ᾐτήκαμεν αἰτέω
230515 P- -------- ἀπ’ ἀπ’ ἀπό ἀπό
230515 RP ----GSM- αὐτοῦ. αὐτοῦ αὐτοῦ αὐτός
230516 C- -------- ἐάν ἐάν ἐάν ἐάν
230516 RI ----NSM- τις τις τις τις
230516 V- 3AAS-S-- ἴδῃ ἴδῃ ἴδῃ ὁράω
230516 RA ----ASM- τὸν τὸν τόν ὁ
230516 N- ----ASM- ἀδελφὸν ἀδελφὸν ἀδελφόν ἀδελφός
230516 RP ----GSM- αὐτοῦ αὐτοῦ αὐτοῦ αὐτός
230516 V- -PAPASM- ἁμαρτάνοντα ἁμαρτάνοντα ἁμαρτάνοντα ἁμαρτάνω
230516 N- ----ASF- ἁμαρτίαν ἁμαρτίαν ἁμαρτίαν ἁμαρτία
230516 D- -------- μὴ μὴ μή μή
230516 P- -------- πρὸς πρὸς πρός πρός
230516 N- ----ASM- θάνατον, θάνατον θάνατον θάνατος
230516 V- 3FAI-S-- αἰτήσει, αἰτήσει αἰτήσει αἰτέω
230516 C- -------- καὶ καὶ καί καί
230516 V- 3FAI-S-- δώσει δώσει δώσει δίδωμι
230516 RP ----DSM- αὐτῷ αὐτῷ αὐτῷ αὐτός
230516 N- ----ASF- ζωήν, ζωήν ζωήν ζωή
230516 RA ----DPM- τοῖς τοῖς τοῖς ὁ
230516 V- -PAPDPM- ἁμαρτάνουσιν ἁμαρτάνουσιν ἁμαρτάνουσι(ν) ἁμαρτάνω
230516 D- -------- μὴ μὴ μή μή
230516 P- -------- πρὸς πρὸς πρός πρός
230516 N- ----ASM- θάνατον. θάνατον θάνατον θάνατος
230516 V- 3PAI-S-- ἔστιν ἔστιν ἐστί(ν) εἰμί
230516 N- ----NSF- ἁμαρτία ἁμαρτία ἁμαρτία ἁμαρτία
230516 P- -------- πρὸς πρὸς πρός πρός
230516 N- ----ASM- θάνατον· θάνατον θάνατον θάνατος
230516 D- -------- οὐ οὐ οὐ οὐ
230516 P- -------- περὶ περὶ περί περί
230516 RD ----GSF- ἐκείνης ἐκείνης ἐκείνης ἐκεῖνος
230516 V- 1PAI-S-- λέγω λέγω λέγω λέγω
230516 C- -------- ἵνα ἵνα ἵνα ἵνα
230516 V- 3AAS-S-- ἐρωτήσῃ. ἐρωτήσῃ ἐρωτήσῃ ἐρωτάω
230517 A- ----NSF- πᾶσα πᾶσα πᾶσα πᾶς
230517 N- ----NSF- ἀδικία ἀδικία ἀδικία ἀδικία
230517 N- ----NSF- ἁμαρτία ἁμαρτία ἁμαρτία ἁμαρτία
230517 V- 3PAI-S-- ἐστίν, ἐστίν ἐστί(ν) εἰμί
230517 C- -------- καὶ καὶ καί καί
230517 V- 3PAI-S-- ἔστιν ἔστιν ἐστί(ν) εἰμί
230517 N- ----NSF- ἁμαρτία ἁμαρτία ἁμαρτία ἁμαρτία
230517 D- -------- οὐ οὐ οὐ οὐ
230517 P- -------- πρὸς πρὸς πρός πρός
230517 N- ----ASM- θάνατον. θάνατον θάνατον θάνατος
230518 V- 1XAI-P-- Οἴδαμεν Οἴδαμεν οἴδαμεν οἶδα
230518 C- -------- ὅτι ὅτι ὅτι ὅτι
230518 A- ----NSM- πᾶς πᾶς πᾶς πᾶς
230518 RA ----NSM- ὁ ὁ ὁ ὁ
230518 V- -XPPNSM- γεγεννημένος γεγεννημένος γεγεννημένος γεννάω
230518 P- -------- ἐκ ἐκ ἐκ ἐκ
230518 RA ----GSM- τοῦ τοῦ τοῦ ὁ
230518 N- ----GSM- θεοῦ θεοῦ θεοῦ θεός
230518 D- -------- οὐχ οὐχ οὐ οὐ
230518 V- 3PAI-S-- ἁμαρτάνει, ἁμαρτάνει ἁμαρτάνει ἁμαρτάνω
230518 C- -------- ἀλλ’ ἀλλ’ ἀλλά ἀλλά
230518 RA ----NSM- ὁ ὁ ὁ ὁ
230518 V- -APPNSM- γεννηθεὶς γεννηθεὶς γεννηθείς γεννάω
230518 P- -------- ἐκ ἐκ ἐκ ἐκ
230518 RA ----GSM- τοῦ τοῦ τοῦ ὁ
230518 N- ----GSM- θεοῦ θεοῦ θεοῦ θεός
230518 V- 3PAI-S-- τηρεῖ τηρεῖ τηρεῖ τηρέω
230518 RP ----ASM- αὐτόν, αὐτόν αὐτόν αὐτός
230518 C- -------- καὶ καὶ καί καί
230518 RA ----NSM- ὁ ὁ ὁ ὁ
230518 A- ----NSM- πονηρὸς πονηρὸς πονηρός πονηρός
230518 D- -------- οὐχ οὐχ οὐ οὐ
230518 V- 3PMI-S-- ἅπτεται ἅπτεται ἅπτεται ἅπτω
230518 RP ----GSM- αὐτοῦ. αὐτοῦ αὐτοῦ αὐτός
230519 V- 1XAI-P-- οἴδαμεν οἴδαμεν οἴδαμεν οἶδα
230519 C- -------- ὅτι ὅτι ὅτι ὅτι
230519 P- -------- ἐκ ἐκ ἐκ ἐκ
230519 RA ----GSM- τοῦ τοῦ τοῦ ὁ
230519 N- ----GSM- θεοῦ θεοῦ θεοῦ θεός
230519 V- 1PAI-P-- ἐσμεν, ἐσμεν ἐσμέν εἰμί
230519 C- -------- καὶ καὶ καί καί
230519 RA ----NSM- ὁ ὁ ὁ ὁ
230519 N- ----NSM- κόσμος κόσμος κόσμος κόσμος
230519 A- ----NSM- ὅλος ὅλος ὅλος ὅλος
230519 P- -------- ἐν ἐν ἐν ἐν
230519 RA ----DSM- τῷ τῷ τῷ ὁ
230519 A- ----DSM- πονηρῷ πονηρῷ πονηρῷ πονηρός
230519 V- 3PMI-S-- κεῖται. κεῖται κεῖται κεῖμαι
230520 V- 1XAI-P-- οἴδαμεν οἴδαμεν οἴδαμεν οἶδα
230520 C- -------- δὲ δὲ δέ δέ
230520 C- -------- ὅτι ὅτι ὅτι ὅτι
230520 RA ----NSM- ὁ ὁ ὁ ὁ
230520 N- ----NSM- υἱὸς υἱὸς υἱός υἱός
230520 RA ----GSM- τοῦ τοῦ τοῦ ὁ
230520 N- ----GSM- θεοῦ θεοῦ θεοῦ θεός
230520 V- 3PAI-S-- ἥκει, ἥκει ἥκει ἥκω
230520 C- -------- καὶ καὶ καί καί
230520 V- 3XAI-S-- δέδωκεν δέδωκεν δέδωκε(ν) δίδωμι
230520 RP ----DP-- ἡμῖν ἡμῖν ἡμῖν ἐγώ
230520 N- ----ASF- διάνοιαν διάνοιαν διάνοιαν διάνοια
230520 C- -------- ἵνα ἵνα ἵνα ἵνα
230520 V- 1PAS-P-- γινώσκωμεν γινώσκωμεν γινώσκωμεν γινώσκω
230520 RA ----ASM- τὸν τὸν τόν ὁ
230520 A- ----ASM- ἀληθινόν· ἀληθινόν ἀληθινόν ἀληθινός
230520 C- -------- καὶ καὶ καί καί
230520 V- 1PAI-P-- ἐσμὲν ἐσμὲν ἐσμέν εἰμί
230520 P- -------- ἐν ἐν ἐν ἐν
230520 RA ----DSM- τῷ τῷ τῷ ὁ
230520 A- ----DSM- ἀληθινῷ, ἀληθινῷ ἀληθινῷ ἀληθινός
230520 P- -------- ἐν ἐν ἐν ἐν
230520 RA ----DSM- τῷ τῷ τῷ ὁ
230520 N- ----DSM- υἱῷ υἱῷ υἱῷ υἱός
230520 RP ----GSM- αὐτοῦ αὐτοῦ αὐτοῦ αὐτός
230520 N- ----DSM- Ἰησοῦ Ἰησοῦ Ἰησοῦ Ἰησοῦς
230520 N- ----DSM- Χριστῷ. Χριστῷ Χριστῷ Χριστός
230520 RD ----NSM- οὗτός οὗτός οὗτος οὗτος
